# Wave-8 reachable physical body which the parent census already counts as zero official opaque bytes
entry	end_exclusive	official_opaque_bytes	physical_body_bytes	body_sha256	closure_depth	role	provider_identity	license_status	disposition
0x00481818	0x0048182E	0	22	bddb972fdfdf0440df6ae70b677dafdf1ee07436771ddacbed65e2d2fb7b23f7	3	strchr-compatible-runtime-helper	IAR-DLIB-family-exact-release-unavailable	proprietary-runtime-source-unavailable	zero-opaque-typed-external-provider-unavailable
