metric	value
linked_functions	10
body_bytes	3468
body_concat_sha256	422a8a9bf8b95f2407dff2a37edd28e4086da06184f1aa99ca42e99ec9e831eb
physical_interval	[0x0055894C,0x005597F0)
physical_bytes	3748
physical_sha256	50654068015e5cced557275529f0ebf3cfe2b16e9d34c86e2071607ac9fb5a18
owned_gap_pool_bytes	280
owned_gap_pool_sha256	e9bbff217f66e505c5bf9932b5192b496a7283ee4887e6fb511da63579f9e8ec
assertion_records	8
assertion_records_sha256	782c5a58bb054935084fb8b10622180f60b7c79998c7e8cdf12158c3a1f4ca65
direct_bl_entry_sites	10
direct_bl_entry_digest	2688f2c811ba0737303ee433102341de6cc20291a0bdfc80ba92c6757fe3cbe2
direct_body_call_sites	199
direct_body_call_digest	f87b32d457eb75abfe5d2a89b3dbff883a7bbf3f581436dd65a9819e18a93bb9
direct_strict_interior_targets	0
direct_b_w_entry_or_interior_targets	0
stored_exact_entry_pointers	0
raw_entry_or_interior_byte_windows	1
raw_entry_or_interior_byte_window_digest	4fed5dbd9cfc450632021930eb8aa176b7bae9e2bdfc7a9deb09d7703eb05991
retained_path	platform\protocols\pb_service_quicklist\pb_service_quicklist.c
source_inventory	unavailable historically; thirteen clean-room production source functions audited
production_routed	true
ownership_bytes	3468
compiled_text_bytes	1060
alignment_bytes	18
strict_relocations	26
retained_gap_pool_bytes	280
maximum_notification_items	20
software_functional_gap	false
hardware_validation	deferred by project direction
hardware_evidence_required	authorized live G2 service-0x0c quicklist workflow evidence
