stock_start	stock_end_exclusive	stock_bytes	stock_sha256	path_reference_sites	reachable_instructions
0x5093d4	0x509446	114	80e6eecae3fce4e7ddb3b3b5a82a821a94f3e5e69c8313ba8cd776b101fa5df4	1	46
