metric	value
retained_path	platform\service\time\service_time.c
linked_functions	11
alternate_interior_entries	1
alternate_interior_entry	0x00449F22
path_anchored_functions	2
raw_path_referencing_functions	2
body_bytes	1308
body_concat_sha256	15123a584375bdce24f686d3a6f5cd6e54de0937823dd4dab963fa1d21470c2b
physical_interval	[0x00449ED4,0x0044A43C)
physical_bytes	1384
physical_sha256	c53d1641e065eef61d1a240d15bd7439f45d9f4aff2469e0e1b661f12daddcf9
outer_pool_regions	1
outer_pool_bytes	76
outer_pool_concat_sha256	5e116a5ff2aa92cad2ac039efa30d3a464fcc5b9fcc8de0e642cbb9be0b5d69d
direct_bl_entry_sites	64
direct_bl_entry_digest	2d666251a3e7b70e0c7549dd4f1b489fd71fbf21f8060e6dd5f631495248bac9
strict_interior_bl_entries	1
stored_exact_entry_pointers	6
stored_exact_entry_pointer_digest	c980e69abafda23baf6eb9032d6d581abeeb74e93990049084c6ccc0895e315c
direct_body_calls	45
internal_direct_body_calls	11
external_direct_body_calls	34
direct_body_call_digest	e5d7f38d23ceba1cbf048b0ba070e9480240d9c7b0354036b5f8f24ff2d46ea7
indirect_body_calls	0
embedded_third_party_definitions	0
third_party_dependency	EasyLogger 2.2.99-compatible core and bounded IAR DLIB memory primitives
new_version_discriminator	false
private_producing_commit_observable	false
production_routed	false
