source_order	function	stock_status	stock_start	stock_end_exclusive	stock_bytes	stock_sha256	r20_r44_lines	r20_r44_body_sha256
1	DmSecPairRsp	linked	0x0052BACC	0x0052BB00	52	51d88a9a4c1f5cbefe18ac0aa4d38e370e5d1b0c82bb283fcf930f7b09f1a994	46-64	edfc4028236fecb3ab267fe7c46933fe7191039b204a78fd97d09fa75c1a77f1
2	DmSecSlaveReq	linked	0x0052BB00	0x0052BB20	32	03f00894b62705485ce6b488c58600f9dea84754fa336768c44c64d77e3b28e3	77-90	ac377c6c2ea19f765786d2a2d1876e9c8db3475d74e86fd6f818e1468f50ed54
3	DmSecLtkRsp	linked	0x0052BB20	0x0052BB60	64	72922857d5608ffb10cf738c0051c2272e950fed5c65948109bd40a571e47fe4	105-122	930001681425c8d0ab86a98e30b842f33ff3b928f639b1a0f037e3ae2d63dc0b
