metric	value
retained_path	app\gui\anim\list_anim.c
linked_functions	11
ghidra_discovered_functions	7
additional_recovered_functions	4
path_anchored_functions	7
body_bytes	1348
body_concat_sha256	134be743a87f7a32d7cfa52848785fe9d3ec294233ff4d9d6b24ff34a76ce475
physical_interval	[0x005893F0,0x005899A4)
physical_bytes	1460
physical_sha256	7b7bbc3f0c07307379f2ebbb724fb13ce5ab1fddd4d9847b06dbf699279d144c
noncode_bytes	112
noncode_concat_sha256	da559afedbb8bfae13a7a6aa15df684500da82662ab746f8f29b52c15cffd280
reachable_instructions	512
reachable_instruction_digest	82bb5a3598928045990744551225f5774a63e0b17fc6fbccaa445cccaf07faef
direct_bl_entry_sites	37
direct_bl_entry_digest	f438c906d4adf44597fe0dc9401c034c1360219249f5bcfb9ebc87edaa50bc45
stored_function_entry_pointers	1
stored_function_entry_digest	f678608b879335e45811760d9dc88da9c9ab56130948db9593f8fba87a2ae231
raw_instruction_word_interior_collisions	0
direct_body_calls	85
internal_direct_body_calls	12
external_direct_body_calls	73
direct_body_call_digest	189aacbc8d96b5d04cb3afcda6de4e9a7e39f0c5ad3900e3f8ea78fd9d1ecaf4
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	EasyLogger bounded IAR and LVGL edges only; CMSIS-FreeRTOS osKernelGetTickCount is the sole RTOS seam
private_producing_commit_observable	false
production_routed	false
