stock_start	stock_end_exclusive	stock_bytes	stock_sha256	path_reference_sites	reachable_instructions
0x502d56	0x502dae	88	b9c55e0c9d939dbff58ce1aa4ad91209f714c6435f4ff654e9e869aa921c71a8	1	32
0x502dae	0x502db6	8	b0b65aa4b0b432c33fd6590774165cafc3afa6a4f4fdc43e6341cbaed467b44c	0	3
0x502db6	0x502dc2	12	6ca0a840c9b5efbaa84e75741a8f559f5f3202d43718f76f0e15dd2e49a55d01	0	4
0x502dc2	0x502eee	300	6adc09e4ca0f4f67f673f128cd35bf7b5ed4d5e9968305c64c4c559be623b579	0	130
0x502ef4	0x503230	828	41d53f5bb5dd7ef976090fb7c645e0bee10ea0638a089d2c4a4b4b402552d709	4	332
