stock_start	stock_end_exclusive	stock_sha256	source_path_anchor
0x004E772C	0x004E7802	fd4e1f4d612252a71b87361abdd8603eea2d309a1014cede82e2f21402d70e04	yes
0x004E7802	0x004E78A0	c0faeaeb1a414d26bfe7c88e133dca470fb5c6f15c53a16b657cbc05cd4a43b6	no
0x004E78A0	0x004E78AA	c92588aa30538405cefa35f4cd283001ac503a53fa7336d9e40d02e5ea3babab	no
0x004E78AA	0x004E7902	ecc1a559fd48aad756c68959c84eaf7aeb50664b363ea1752cf3c4e2df2ff70d	no
0x004E7902	0x004E79A8	01b6f4a862c861538cbb46426ded421fe4c8012fde524e886d3b02e322f286f9	no
0x004E79A8	0x004E79B4	60d0323d9b8e94834ed58d6e72162a44239990a0d374e95d58c3cb0077defa3e	no
0x004E79B4	0x004E7A04	8e26fcd751cf579c5a001b1873c818c99eef3b080245e34ddab22befffb1a956	no
0x004E7A04	0x004E7A10	381cfa438d3a20c395218de5576945d70754808338363969bd8000be2e250063	no
0x004E7A10	0x004E7A74	fa4907c4605af2568f1defad3586a0f1256b0572e44c32cc781a95c316dd0524	no
0x004E7A74	0x004E7B16	ada42b71481d4ded27824f7dd0281ee117c630ee13b0dacf842d462336115af4	yes
0x004E7B16	0x004E7CC0	1d9ebcc64e08640e504cb1a6cb5e9c14918e309e6db4b9fad4208bb6e8c7e7c3	yes
0x004E7CC0	0x004E7D20	6418310720e79d44d146f0258bfc320d2a971fa051ef30c7a4adc07339697287	no
0x004E7D20	0x004E7DFA	5bd4074446773af0211edec8fbac6939dd59cfca74394205414f5c45ee0ec3c2	yes
0x004E7DFA	0x004E7FD6	77bfe0a6531bc7636a4bcc77a7667c533afa2b8975755d149fae8b83a1eff2c7	yes
0x004E8000	0x004E80DA	452902227e3445138b9234b1b688c7594a4524bc29435214940df3b1ab3fc446	no
0x004E80E8	0x004E8132	be78ac7d44dab9e25337ec8132cee98fe5fb03fc263081a2fa6c983dcdf651d1	no
0x004E814C	0x004E82A6	5b92004d237d8ac21df1cade5739859019608569adb257deb0bd660ebbe2c778	no
0x004E82A6	0x004E82E4	502dea634a8e8fa1a272014d3c47a9936d8bd15e0e8a79972ab7053f8a5e3b39	no
0x004E82EC	0x004E832A	f46b3be0685daf64dc21e5d721f8f7ed74735547f188d4b40ebe48f40991ec43	no
0x004E832A	0x004E835C	307390ba8f0d6e3cd2e5dc7450ba6ab5b1660ce37d48eeb6d050238b76dce5dd	no
0x004E8370	0x004E83B2	f41d9d4abb828178442582f7063811a29b8f6eab59442a1fb191a8856ddcf8e4	no
0x004E83C8	0x004E842A	aa8b458781609cacc61e696143671cad7a57a12f639730d8b5434385d86a1d6c	no
0x004E84B0	0x004E895C	06d662c6eb07065d2fbcc8c1b16b19f41412d2e539bdaa5a88b31e0b2e1278f2	yes
0x004E8970	0x004E8A60	9578c07d81c434f1f9f9dd8e08eff0a2f14ff6809719ff66dbe169a39f7eb29e	no
0x004E8A90	0x004E8BB4	33bc59180f9d27c526cd1d1b43891faf763eebfd9c37b9e7c2280fd66f3adde9	yes
0x004E8BCC	0x004E8DA6	60d27716f22643d8428ae53d063cf35eb284db1146854b837060807f330f50d9	yes
0x004E8DEC	0x004E9230	1d8f991c0a669f8bce5b083b42f528f78b359c0aae9e7f8b3b6d18ee13918130	no
0x004E923C	0x004E9270	2e009778c22599c13d5a4e552872e9eab52960b08ce2492bee051ce0153d123d	no
0x004E9280	0x004E92E6	3096bae2ff3a79dabbe785434e36516e177688e9610e914aedd826d7bbd608c4	no
0x004E92F4	0x004E934E	8af6daf04abc1245c89990454a2a35eb24088932b6e757d3014d173889546e37	no
0x004E93E4	0x004E9CE8	929a8a68e231e38dcf8e763dd0d700c9cc1b5ee34f0440eda628b9cfb4cac704	no
