metric	value
retained_path	app\gui\EvenHub\evenhub_ui.c
linked_functions	26
ghidra_discovered_functions	10
additional_recovered_functions	16
path_anchored_functions	21
body_bytes	14296
body_concat_sha256	6835e5af515f00bff0f6dc90fc3055567ac1e7df798e6d0cec2e20b6b86c426a
physical_interval	[0x004935CC,0x0049729C)
physical_bytes	15568
physical_sha256	a23b04619a8ee465cb2fda5dbedebc27ac0a03f214235945099021543ed13e30
noncode_bytes	1272
noncode_concat_sha256	3d06a13b9ca9c8c7363d4414ed572edf85ce20b7e31774602d1ef7ce5938d209
reachable_instructions	5159
reachable_instruction_digest	5ad50760bde0401e53f63bf751263da04f3293c21dadb3b3cf5c2e6e59f5964a
direct_bl_entry_sites	44
direct_bl_entry_digest	527e8bd6f4662a18693082d9da676b33fc9a7d0999ed5aa3868640a1ff4400e0
stored_entry_pointers	10
direct_body_calls	855
internal_direct_body_calls	32
external_direct_body_calls	823
direct_body_call_digest	ba2c29315253571d047f2f0f39bcb1d02c6fafc6847b1227d78541229b93b0e3
indirect_body_calls	2
bounded_indirect_targets	3
strict_interior_ingress	0
third_party_dependency	EasyLogger LVGL nanopb bounded IAR DLIB LZ4 adapters and production-routed TLSF-backed heap wrappers
private_producing_commit_observable	false
production_routed	false
