metric	value
retained_path	framework\sync\sync_framework.c
linked_functions	43
ghidra_discovered_functions	23
additional_recovered_functions	20
path_anchored_functions	23
function_interval_bytes	16960
function_interval_concat_sha256	4226c1a64194a2f199441f1660cd8a459ba2eecdad13c742625598391a1942f7
body_bytes	16816
body_concat_sha256	453c42d6ead8de2e161854dfa6154e1544a9b03fb8d52591eae7f916b7b95550
physical_interval	[0x0045A578,0x0045EC7C)
physical_bytes	18180
physical_sha256	d8b6f57b8f37d3b36f0a0cabca37cf674524b4a5b4edc22ac1dd6dfbd2a1b7f9
noncode_bytes	1364
noncode_concat_sha256	7c8585692ea553a730e01bc474cc7c4ef3d9cc58f4090c44cfd6f6dc782a1487
reachable_instructions	6083
reachable_instruction_digest	3a52b947a96b0a4cdb987202b3a0399cc61bda5c1bccdd733756bbb18871f735
direct_bl_entry_sites	79
direct_bl_entry_digest	d08ceb6fa8569007c79a3dfa41c92d7406b11550507ffb7f3e160a33c752e066
stored_entry_pointers	24
direct_body_calls	1070
internal_direct_body_calls	19
external_direct_body_calls	1051
direct_body_call_digest	d3e9a8d8f6711bb88492ef2d3749d9ca1727b63151793118e85c9ed86e5c921c
indirect_body_calls	14
strict_interior_ingress	0
third_party_dependency	EasyLogger CMSIS-FreeRTOS FreeRTOS TinyFrame AmbiqSuite nanopb bounded IAR DLIB and production-routed TLSF-backed heap wrappers
private_producing_commit_observable	false
production_routed	false
