metric	value
retained_path	app\ux\ux_system\ux_system.c
linked_functions	11
ghidra_discovered_functions	10
additional_recovered_functions	1
path_anchored_functions	2
anchored_by_baseline_ghidra	1
body_bytes	2668
body_concat_sha256	44c5fcc50ecbda71e71b08248f0e6315fd41da260878826ac499aa94b3e79d97
reachable_instruction_bytes	2668
reachable_instruction_sha256	44c5fcc50ecbda71e71b08248f0e6315fd41da260878826ac499aa94b3e79d97
embedded_data_regions	0
embedded_data_bytes	0
embedded_data_concat_sha256	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical_interval	[0x0047CE90,0x0047D9C4)
physical_bytes	2868
physical_sha256	fa0bea56067c3d0e694058691c6c6b3c039958f78a2e1edfd3a7f9cce2d74f33
outer_pool_regions	1
outer_pool_bytes	200
outer_pool_concat_sha256	24c58ea9e090b4db81db0fdbf94d06191b23f2fdd80d574dbd171e723ec4b9d2
path_run_address	0x0070874C
path_pointer_cells	0x0047D914
direct_bl_entry_sites	51
external_direct_bl_entry_sites	35
direct_bl_entry_digest	2cf162b0a82b2ecfa43680bf9432ca88211a5dc87f17120863b59cdff93fcb0f
direct_body_calls	163
internal_direct_body_calls	16
external_direct_body_calls	147
direct_body_call_digest	4d5451be8e89fe7bd1c071af77c50895c07c7c5d4af43ba075a9244c7f4d8798
stored_entry_pointers	1
stored_entry_pointer_digest	8b4a7de1a78f42c1d67cffa89efd8137d2b0cdb27f8327ded8ab0fe5e143e357
strict_interior_raw_bl_decodes	0
unrecovered_direct_object_targets	0
third_party_dependency	EasyLogger diagnostics terminate at the admitted 2.2.99 source-equivalent provider seam; no upstream definition is embedded
historical_source_available	false
private_producing_commit_observable	false
production_routed	false
