metric	value
linked_functions	3
source_only_functions	0
body_bytes	340
body_concat_sha256	e8b2fc69b27a134b51d4bd037f80ec0977f9f49729a16332c0bbc5d350b992ef
physical_interval	[0x004AEB20,0x004AECA4)
physical_bytes	388
physical_sha256	30946d06c30667b33120a1ae4f2d5d0b3a671e9723f4372b9f0a7e342bd9e6c4
owned_noncode_bytes	48
owned_noncode_sha256	138f11d6f0bd750049639d8e1db134a22d2f01d9f262c55defe1d22315b1feca
direct_bl_entry_sites	3
direct_bl_entry_digest	b9dd60fec3f674e1a27c379f4954b23f9134dc40c79e92ca94e66e3f05dada9b
stored_entry_pointers	2
stored_entry_pointer_digest	5206ae3467fa31542bac75f54c3a3bae91b65f7d36ddc0f227207dc601164b58
direct_body_call_sites	22
direct_body_call_digest	44d58e9f32d3f19c84d45d351481efd4c8e0efae682f043841d25f8f4c69de2a
legitimate_direct_bl_strict_interior_targets	0
raw_interior_byte_windows	0
retained_path	D:\01_workspace\s200_ap510b_iar_git\platform\service\flashDB\kv\service_kvdb_setting.c
factory_record	0x200037E0 / 28 bytes / 0164010000000000060101001e000000000000000000000000000000 / initialized CRC 0xA288
