metric	value
retained_path	app\gui\SystemClose\systemClose.c
linked_functions	20
ghidra_discovered_functions	5
restored_functions	15
path_anchored_functions	10
raw_path_references	27
raw_path_referencing_functions	10
body_bytes	4960
body_concat_sha256	74b212134204b68879b99cb2d9f1a79da09749afa99812c42574b30c83a2e12c
physical_interval	[0x00469BF4,0x0046B0EC)
physical_bytes	5368
noncode_bytes	408
physical_sha256	5556495cafcc9fcc4adb676d16c9cb5a6150010b6015285d5b476964d810ee0e
direct_bl_entry_sites	40
direct_bl_entry_digest	5862d5efd1c901cd131975ed913d223df6e4f74c60ed6f59635372dde92f14da
stored_entry_pointers	3
direct_body_calls	296
internal_direct_body_calls	25
external_direct_body_calls	271
direct_body_call_digest	e62f1f02099673182633c1c96e04819d67eef0b23fce0138f27f4dec203f5292
indirect_body_calls	0
strict_interior_ingress	0
raw_interior_word_collisions	8
third_party_dependency	LVGL, EasyLogger, and bounded IAR DLIB only
new_version_discriminator	false
private_producing_commit_observable	false
production_candidate	components/apollo_main/core_overlay/system_close.c
production_source_functions	20
production_compiled_text_bytes	2804
production_alignment_bytes	22
production_strict_relocations	118
production_stock_body_bytes_replaced	4960
production_retained_literal_pool_bytes	408
production_routed	true
software_functional_gap	false
hardware_validation	blocked
hardware_blocker	No authorized responsive G2 pair is physically available for live close-page display, selection animation, IMU reflash, shutdown/minimize transition, and peer synchronization evidence; the authorized right temple is nonresponsive and the left temple must remain stock.
