metric	value
linked_functions	3
source_only_functions	0
body_bytes	334
body_concat_sha256	72b928ec066496784ff1b8ffa5c9bf14b44a32ca4972f351c7fe3338d866feba
physical_interval	[0x004B03E0,0x004B0560)
physical_bytes	384
physical_sha256	65d3de37ac6d66eeb7bba08453e6fd602d49e0f3331cc5cdc1c53906124b6461
owned_noncode_bytes	50
owned_noncode_sha256	b55bd7cc9e3b5ad212f7c7071efbc607dc7ec83ecca5268b81e2b15939376abf
direct_bl_entry_sites	3
direct_bl_entry_digest	101f11a43355d800031e2c6482da62c68db147ff1629ad350c0293150147cd7d
stored_entry_pointers	2
stored_entry_pointer_digest	43d7e279cb98ece90065f622b57d54a4d2112ee89879bd87b83ef242385742da
direct_body_call_sites	21
direct_body_call_digest	7f598a1e7719fb80d0d34c96fc6cc5a178403a34d64fb7164f2a61b509480c3f
legitimate_direct_bl_strict_interior_targets	0
raw_interior_byte_windows	0
retained_path	D:\01_workspace\s200_ap510b_iar_git\platform\service\flashDB\kv\service_kvdb_terminal_mode.c
factory_record	0x20003808 / 4 bytes / 01000000 / initialized CRC 0x2E3E
