component	public_commit	file_revision	path	size	sha256	git_blob_sha1	stock_targets	classification
AmbiqSuite Apollo510 I2S	5efc0228528a8adce5eae0d226fac85d2551eb3b	release_sdk5p1p0-366b80e084	mcu/apollo510/hal/am_hal_i2s.c	66380	16888e7bc9e2daf3ed936463c4e0ecfec73ea3c74c3c49b1fe60618b8aa86dc4	cc422934767912c218b619084e7fbe92ce7eaf6b	0x0059005E,0x005900CE,0x00590104,0x005904CE,0x00590648,0x00590818,0x00590848,0x005908A0,0x00590A24,0x00590B6C,0x00590B92,0x00590C62	selected public source-equivalent replay; exact private pre-import generating commit unavailable
