metric	value
retained_path	app\gui\dashboard\dashboard_watchface_layout2.c
linked_functions	19
ghidra_discovered_functions	6
additional_recovered_functions	13
path_anchored_functions	1
body_bytes	2844
body_concat_sha256	4e55df50318814c510602ff47815610b21da75f9c49b880b9478ff27999758be
physical_interval	[0x005B90E8,0x005B9CEC)
physical_bytes	3076
physical_sha256	4bcdd884ab77c7996d3e71501e0f6cdc882656c8d774409f7be1df595ae24e5d
noncode_bytes	232
noncode_concat_sha256	bca8aa4838c870c2eab9c97fb7d66c89eb84295533ca1e99c2e357d1d00f153f
reachable_instructions	1073
reachable_instruction_digest	f9d353663db707ad568e0f8393f0ce8ed4c941c3f5ceefc92fd1f03cc0f76ee7
direct_bl_entry_sites	1
direct_bl_entry_digest	c864fc91d08459bd07021c5f164bed20e9891d8d8b6ee189957a9b830a897d1c
stored_aligned_function_entry_pointers	18
raw_instruction_word_interior_collisions	0
direct_body_calls	182
internal_direct_body_calls	1
external_direct_body_calls	181
direct_body_call_digest	8c66b62945157ec113578f27d919eb2b90fa0cd7423758f82f835b7babe5f1c0
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	EasyLogger LVGL IAR DLIB and mpaland printf provider edges only
private_producing_commit_observable	false
production_routed	false
