metric	value
retained_path	platform\threads\thread_ble_production.c
linked_functions	14
ghidra_discovered_functions	11
path_anchored_functions	6
restored_non_anchor_functions	8
body_bytes	2140
body_concat_sha256	1229ec18f1cbcee360d98c38975e83326a68b635631e7736a4af03ff600319f9
physical_interval	[0x005382E4,0x00538C24)
physical_bytes	2368
physical_sha256	fd92850239eed0b6021c25bb25e545a457acbb7b449f1d7a3657622ad25993fe
outer_pool_bytes	228
outer_pool_sha256	cd3cc1f5c9f46637ed1880a3959091c679b3dadc7b8dd3e12afdc30dd1a1964c
reachable_instructions	791
reachable_instruction_digest	46e8e0b69e5008bc93aa83a69dc93e26923ed935cbe7e825f6471e6466d332df
direct_body_calls	145
internal_direct_body_calls	10
external_direct_body_calls	135
direct_body_call_digest	c98fa8c4a8abf13aadf0a29de153b1f35e5de66183aba4c31f4c8ae00e329519
indirect_body_calls	0
direct_bl_entry_sites	11
direct_bl_entry_digest	95f6147b7ff57558598b333414e0b9c746ca66f83f7ab821a569e3140d96f0fc
stored_function_pointers	1 at 0x00538B64 -> 0x005382E5
excluded_unaligned_entry_lookalikes	0x007940D3 -> 0x005383BF
excluded_unaligned_interior_lookalikes	0x00644A27 -> 0x00538900
strict_interior_ingress	0
wide_branch_entry_targets	0
path_literal_references	21 through cell 0x00538B50
thread_attributes	[0x0075B910,0x0075B934) sha256 df6d4d4b00159ecb08bd9129593ae1893d0517f88aca64da5591fa3363b37baa
embedded_third_party_definitions	0
embedded_cordio_definitions	0
production_routed	false
