metric	value
linked_functions	13
source_only_functions	0
body_bytes	5084
body_concat_sha256	5ab990b798f06a9bbe3e56b66c86f5b1ddd33bb0dc7f29dfad1ad91b4c31f1a1
physical_interval	[0x004AEE28,0x004B03E0)
physical_bytes	5560
physical_sha256	b26a244bac13d02e90a91a82a4f4332b7c7331258f1b1c3a5d6cb7f856ffbc67
owned_noncode_bytes	476
owned_noncode_concat_sha256	225b6fb544b8f763b1cccbe25602afa22c8f07ea19bbd0528ce63170a3053a03
split_noncode_spans	[0x004AF87E,0x004AF8D0);[0x004AFBB6,0x004AFBBC);[0x004AFC0C,0x004AFC10);[0x004AFC64,0x004AFC68);[0x004AFCA2,0x004AFCDC);[0x004AFF54,0x004AFFC0);[0x004B030A,0x004B03E0)
direct_bl_entry_sites	37
direct_bl_entry_digest	32acb99397ff26774ab598dcc9e92caa2f0c8e79e56c4b4ec5aa01a57f120875
stored_entry_pointers	2
stored_entry_pointer_digest	38f53a0555681253608e5c0ea5451f1b1b0adcfb8f1236136c25fc5b917695b1
direct_body_call_sites	299
direct_body_call_digest	130fd0310a7153978bc5da5d349785a990d63e400d05ceb231a1882ae71c77b5
legitimate_direct_bl_strict_interior_targets	0
overlap_decode_false_bl_targets	1 / 0x004AB932->0x004AF9EC
raw_interior_byte_windows	48 / digest bc614c76a1b921c56de5b7c0cd5d5993f2f52b66990c867f9eda53c1fbea9e33
aligned_interior_byte_windows	8 / digest 07ce3222c0692490e90a3c1170defbdf68183193d6c3b66100c73c055e7ce86a
retained_path	D:\01_workspace\s200_ap510b_iar_git\platform\service\flashDB\NV\service_nvdb_sys_dt.c
factory_record	0x20003994 / 172 bytes / SHA256 f2b3d283ef574404c0d9c402a52a43cba58c0d415f23d7d6d8f38005aca7f05d
record_crc	first 38 bytes / uint16 at +38 / initialized CRC 0x1DC7
otp_journal	offset 0x340 / 8 slots / 16 bytes each / 14-byte PSN plus two zero pad bytes
legacy_psn_table	0x006D3358 / 40 pointers / 160 bytes / SHA256 ced8332c75782b5c1b3d18e99500f923aad63ad01807e8c2f31bc357eda9a0e1
