metric	value
retained_path	app\gui\common\ui_common_api.c
linked_functions	9
ghidra_discovered_functions	9
additional_recovered_functions	0
path_anchored_functions	3
body_bytes	892
body_concat_sha256	d24e48c13551db17a7bd06107dfed7a26010cd1acda1bd1428d54dafbc040959
physical_interval	[0x00509C1C,0x00509FDC)
physical_bytes	960
physical_sha256	64a2decedde57391ba1a556c5ae30b61a00555297d211ff35061bad91d17c0a4
noncode_bytes	68
noncode_concat_sha256	b7e3f965b33f53cc9eec7bac60073703dfa9f2bdba373b9dac39afb8f5d877fb
reachable_instructions	330
reachable_instruction_digest	7b1fa2d3b06cf235bf13983495a158f9c39b31d96616fbf92156218001996b04
direct_bl_entry_sites	182
direct_bl_entry_digest	ce786535f048d0048c9e7a5dd7b4064e4d8cee6a54ac945fbbf4b0673bcf45ab
stored_aligned_function_entry_pointers	0
raw_instruction_word_interior_collisions	0
direct_body_calls	41
internal_direct_body_calls	0
external_direct_body_calls	41
direct_body_call_digest	f3b4906b6e5035114723638061c4c2c54bb61393af7b79756070c567c2a40c8c
indirect_body_calls	0
strict_interior_ingress	0
strict_interior_ingress_digest	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
third_party_dependency	EasyLogger and bounded IAR DLIB edges only
private_producing_commit_observable	false
production_routed	false
