stock_start	stock_end_exclusive	stock_sha256	source_path_anchor
0x005B9CEC	0x005B9D1E	06c41ecef01c8e636a5501a6b7a9b0e6be54d0484a1660a76d515a56fc1dcbfe	no
0x005B9D1E	0x005B9D36	8672000949ecd61b22a1e8d0ef904b0de75dcd62573424578ae6154656f5eaaa	no
0x005B9D36	0x005B9D66	8deae9fc84859f22693bc4ffd020042a4dc1d75dc243a286bb3e325243d93b12	no
0x005B9D66	0x005B9DB0	de2d5e531e2900b44e802e4600b4cacf85fb8635d03ad5597a59545e17848c30	no
0x005B9DB0	0x005B9DFA	8eac2f00e6ea577d8efec6a0733166d98098f6a0307e41b757cf875cdd5f9939	no
0x005B9DFA	0x005B9E7E	60ab9c4196a8d0f6ff58a1c350b98a9c989cedcc58f4d72febb208c454a5da33	no
0x005B9E7E	0x005B9F06	af49b60e3ca935decc50ac8de9f032532dc4b1c0c2e920d4cb829c37e2156026	no
0x005B9F06	0x005B9F56	bea7da533b33c30134a7471697f885e974f2434114f9202d0ca5f8afca919ac6	no
0x005B9F58	0x005B9FD6	a9029854bbc4ec42a379442cc21bd9d80ed95cd46aa57b69ee0cb69b01f9ce18	no
0x005B9FD6	0x005BA068	a655c5c63b593f21402eed750595cee68e1d0dc1540ff53ee8c40c0ae72005fe	no
0x005BA07C	0x005BA728	ce0cae2feb6cf189756b4c50c6a205d5fc253dc07c91ee6a154a1c78d8de57b3	yes
0x005BA728	0x005BA792	47a4ae5413e7b7492ef7940e577e1050e8990f25b11dee955ba4542c357b56f2	no
0x005BA792	0x005BA7A8	3408f4e4ea25ffe5d230ca52c67a44e056487c0b32d5af8735a7590849dd202a	no
0x005BA7AC	0x005BA826	82f8b2de78a0fd646703e81c91811a9d5a033ec4b4e11c0ebcdcc0ef4c5a70fa	no
0x005BA83C	0x005BA890	e6ce51e9b754e9f7adf37146eb25e339bb9fadae4fa75dfb2d614864ad21067e	no
0x005BA8A0	0x005BA8D8	d2d55b25836f18da672b9cef6098ab9a135601b9271ca43804933917ca13cfc1	no
0x005BA8D8	0x005BA902	5a53d77433740b64336f303dbe2ad9dc8d2e7c19ba2c471b69fd1ca1ffd7d360	no
0x005BA930	0x005BA9D6	d44753a690a4df13bbc448814ffe5a816e613546ffca9045c950c4ac3a1e9f42	no
0x005BA9E4	0x005BAA1E	c778a00d159d11257caac65e05caf64b9f386513e2f68cc768a3ccf60b9d39e8	no
