metric	value
retained_path	app\gui\conversate\conversate_ui.c
linked_functions	23
ghidra_discovered_functions	8
additional_recovered_functions	15
path_anchored_functions	4
body_bytes	3774
body_concat_sha256	925b9294cd57e596046d56df1bd6e6518d64384915acaa976b0a9b02b2c83bc1
physical_interval	[0x005B0B58,0x005B1B4C)
physical_bytes	4084
physical_sha256	e5f73d182e296f7c72a6c0550a0f94f3bdc011c8193c161fe03cb0cfef47ef60
noncode_bytes	310
noncode_concat_sha256	29c589af17f8396b95da57932c4f1ac73d15574784ec3d5be2b39769b7996cd9
reachable_instructions	1452
reachable_instruction_digest	03b47bebc5aa357d7ad2574139e0eb7a9a7d931bad740925f19ea752e364fd17
direct_bl_entry_sites	74
direct_bl_entry_digest	67e31bc0577bd825d8187f1de01ba924c8e778c87ff25518cbc2bd36637f090f
stored_function_entry_pointers	11
stored_function_entry_digest	e1e6fec2a6bbbfe0501348a23687af65ec73010d81894fed7fd14d5f62ed2d88
bounded_event_handler_table_entries	147
raw_instruction_word_interior_collisions	1
direct_body_calls	240
internal_direct_body_calls	19
external_direct_body_calls	221
direct_body_call_digest	63ff5c5a74ff62d7ff3803be6a53d6ad7508ec555f6f72ae77c24443d47dc245
indirect_body_calls	1
strict_interior_ingress	0
third_party_dependency	EasyLogger bounded IAR LVGL and closed first-party conversate providers
private_producing_commit_observable	false
production_routed	false
