metric	value
retained_path	app\gui\navigation\navigation_data_handler.c
linked_functions	22
ghidra_discovered_functions	21
additional_recovered_functions	1
path_anchored_functions	7
function_interval_bytes	8140
function_interval_concat_sha256	9e551e069ffcc226d67e111d1e0927f8073f5f6a0604ee6c3980a268997a6b9f
body_bytes	8076
body_concat_sha256	e9aa79516be87a716b01e5f353bd56f929d900ca3222bab1b5fd057cc7246ab8
physical_interval	[0x00586448,0x005885B4)
physical_bytes	8556
physical_sha256	e777cb856d03a44cf7d430280fa989b659825921baf432da227a614a83318912
noncode_regions	9
noncode_bytes	480
noncode_concat_sha256	6bc6205f75f08bdcaf40bdd61960cddd417de492328c093512aa57d2f10d032b
inline_literal_pool_regions	2
inline_literal_pool_bytes	64
reachable_instructions	2926
reachable_instruction_digest	b361206bc7f38573b2841093a1a9406371b7ebe15765438201b437633adcbce0
direct_bl_entry_sites	45
direct_bl_entry_digest	307d0588efb5cdb70626ed122ec7fc324ff6ece376d87478e8d66e90b00d6480
raw_overlapping_pseudo_bl_sites	2
stored_function_entry_pointers	0
unaligned_word_pseudo_pointers	2
direct_body_calls	435
internal_direct_body_calls	12
external_direct_body_calls	423
direct_body_call_digest	b51e9e900b78b9838e35b878f8d8398ef9a054e332b6e0126eb77a285546a053
indirect_body_calls	0
strict_interior_ingress	0
path_literal_references	33
path_literal_reference_digest	5e70cb2812cf53f62cb75c391dd7ec215c00498e2b4e670c58c6ac3e5ce3d301
third_party_dependency	EasyLogger IAR DLIB nanopb and CMSIS-FreeRTOS; no embedded third-party definitions
new_third_party_version_discriminator	false
private_producing_commit_observable	false
production_routed	false
