stock_start	stock_end_exclusive	path_anchored	ghidra_discovered
0x004FB1FA	0x004FB290	yes	yes
0x004FB290	0x004FB360	yes	yes
0x004FB360	0x004FB55A	yes	yes
0x004FB55A	0x004FB568	no	no
0x004FB568	0x004FB5E8	no	yes
0x004FB5E8	0x004FB700	yes	yes
0x004FB760	0x004FC1B6	no	yes
0x004FC1DC	0x004FC32E	yes	yes
0x004FC360	0x004FC580	yes	yes
0x004FC644	0x004FD786	no	yes
0x004FD7B0	0x004FD836	yes	yes
0x004FD840	0x004FD870	no	yes
