metric	value
retained_path	app\gui\translate\translate_ui.c
linked_functions	29
ghidra_discovered_functions	7
additional_recovered_functions	22
path_anchored_functions	7
body_bytes	5288
body_concat_sha256	7d0f91828d1e2b73aafa10731d4d02f88a224e6d481057e1f1013cf44ad1d3e1
physical_interval	[0x0059D380,0x0059E9E2)
physical_bytes	5730
physical_sha256	257d8e695b5f3465028acc823ab71789c3182dc072588afd14cb8cbc7ea7812f
noncode_bytes	442
noncode_concat_sha256	b625bc336dd401344d495723fdb3e0f6cabedd61f5892f9fb7677aa41a1e6c16
reachable_instructions	1942
reachable_instruction_digest	c23628ebd38cc205ccf33878d530580018be776979e19797adc49b96a01792fe
direct_body_calls	367
internal_direct_body_calls	21
external_direct_body_calls	346
direct_body_call_digest	6f97c59a5b8b91edd5f3b541cd292273adf9ec8c4f15334b31767b03bbd9b9dc
indirect_body_calls	1
direct_bl_entry_sites	41
direct_bl_entry_digest	1ca5f294fc08e74679e6f84888d69a770ab38b48839a1265b939db2235ab1e4f
stored_entry_pointers	13
strict_interior_ingress	0
third_party_dependency	EasyLogger LVGL IAR DLIB and CMSIS-FreeRTOS
private_producing_commit_observable	false
production_routed	false
