metric	value
retained_path	app\gui\quicklist\quicklist.c
linked_functions	4
ghidra_discovered_functions	2
additional_recovered_functions	2
path_anchored_functions	3
anchored_by_baseline_ghidra	1
body_bytes	310
body_concat_sha256	f29da20ba77503b002e58aa15b3872a0a0326631523cca2c2f9f368f1c882cc1
reachable_instruction_bytes	310
reachable_instruction_sha256	f29da20ba77503b002e58aa15b3872a0a0326631523cca2c2f9f368f1c882cc1
embedded_data_regions	0
embedded_data_bytes	0
embedded_data_concat_sha256	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
physical_interval	[0x004FFA70,0x004FFBD8)
physical_bytes	360
physical_sha256	b663f4b2708698befa099cc7396e637d25bf8d8177af315532236ca9e013051a
outer_pool_regions	1
outer_pool_bytes	50
outer_pool_concat_sha256	298971132c30d395795da23dfa28c05d9e6ed19bdf9febdc1a9a23b9f8038d2d
path_run_address	0x00704F40
path_pointer_cells	0x004FFBB4
direct_bl_entry_sites	25
external_direct_bl_entry_sites	24
direct_bl_entry_digest	492f94d6af0a3fe7cedeb80d6ae1b7041ad4b4163bad5f0d41da16062b1f4c2a
direct_body_calls	22
internal_direct_body_calls	1
external_direct_body_calls	21
direct_body_call_digest	bb99728bb1caa0f2e3b71311e5a3c2840f21f593c7dfd7d27079f27cea99dd2b
stored_entry_pointers	1
stored_entry_pointer_digest	31a4642cccc09d3dfef868b855deaa78223b442c45dfd16c54e2b681d9be281b
strict_interior_raw_bl_decodes	0
unrecovered_direct_object_targets	0
third_party_dependency	EasyLogger diagnostics and CMSIS-FreeRTOS v10.5.1 mutex wrappers terminate at authenticated source-owned seams; the first-party quicklist provider terminates over admitted nanopb
historical_source_available	false
private_producing_commit_observable	false
production_routed	false
