metric	value
retained_path	driver\codec\drv_gx8002b.c
linked_functions	12
path_anchored_functions	3
raw_path_referencing_functions	5
body_bytes	1028
body_concat_sha256	df9d94bce63f02b703ef9e53b66f607637e809b255849aacef8a9e2573832f6d
physical_interval	[0x0057A46C,0x0057A900)
physical_bytes	1172
physical_sha256	ed39a7222a759c559218e3356a453da7571dd8e1df649befaddad4cfe1d49a43
outer_pool_regions	1
outer_pool_bytes	144
outer_pool_concat_sha256	27b833b8879e6264f36526ce3184d148479d9c8cb93c73d263d2b49ac953ae67
direct_bl_entry_sites	18
direct_bl_entry_digest	ee3637f2d41fc02e0a37e6245d663b8a046006b00529f6317f56c54067212361
stored_entry_pointers	2
stored_entry_pointer_digest	807cf15cf8e3a9a379a13a6b9ffde8634d6c2b5b1687de72f96c32600a3cd77f
direct_body_calls	79
internal_direct_body_calls	5
external_direct_body_calls	74
direct_body_call_digest	65e8b3de9b4b95df3ec4fe44273925ac10ef29f6268363b39f66f3dcc5af8791
indirect_body_calls	0
unrecovered_direct_object_targets	0
embedded_third_party_definitions	3 CMSIS-Core NVIC helpers
third_party_dependency	CMSIS-Core, AmbiqSuite Apollo510 I2S, CMSIS-FreeRTOS, and EasyLogger
external_device_dependency	NationalChip GX8002B low-power voice processor
historical_source_available	false for G2 adapter; true public source-equivalent replay for all called third-party software
private_producing_commit_observable	false
production_source_bytes	11607
compiled_text_bytes	608
compiled_alignment_bytes	8
strict_relocations	34
replaced_stock_body_bytes	1028
retained_official_pool_bytes	144
hardware_validation	deferred by project direction
hardware_evidence_required	authorized responsive G2 pair or live GX8002B power/I2S/DMA evidence
production_routed	true
