metric	value
retained_path	app\gui\EvenHub\evenhub_data_parser.c
linked_functions	19
ghidra_discovered_functions	17
additional_recovered_functions	2
path_anchored_functions	12
function_interval_bytes	10496
function_interval_concat_sha256	f89303aa9c3921697daa89ab0a0ed7a0c6f34b90999c0e7b4e3ca2a2dddc8181
body_bytes	10336
body_concat_sha256	001e3cb7815ced88c2587557bd0e640693900aca25266bb3a9134754ef712c05
physical_interval	[0x004D9B34,0x004DC5AE)
physical_bytes	10874
physical_sha256	a0229735100064adb46bb5125c9ec7642b32826ac2f4b398986b0c53e75f622e
noncode_bytes	538
noncode_concat_sha256	82e62db1be34bd4bcd134da96b7d0f380d3ce1826c2e9a7c779a8da756954e7a
reachable_instructions	3819
reachable_instruction_digest	97bb5b6f92b8d694e1e0dd982e3032e6c4511c76505d18891f70d57bf0d82823
direct_bl_entry_sites	93
direct_bl_entry_digest	bb0ab23d895696722b86879ff1fb24987f15e16bb5bd2f133a147b843a8e91c6
stored_entry_pointers	0
direct_body_calls	590
internal_direct_body_calls	49
external_direct_body_calls	541
direct_body_call_digest	0e683e8de12559928782895a4cb73efff0300154fefadbd725ba7a158b1d1517
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	EasyLogger nanopb CMSIS-FreeRTOS LVGL bounded IAR DLIB and production-routed TLSF-backed heap wrappers
private_producing_commit_observable	false
production_routed	false
