metric	value
linked_functions	17
body_bytes	1520
body_concat_sha256	485d4b4858a0fcb6ab2a502d430cbcea4cb6d12796f18fe15a1d10573b8ef1e5
physical_interval	[0x005026BC,0x00502D58)
physical_bytes	1692
physical_sha256	bb0e91e073997cef46149ad62602af99d31c53100384029a6677232485b42c7d
owned_noncode_bytes	172
owned_noncode_sha256	84c4e7ad87f1993779fbdf10a0a9a4bd6a19d24f8542b03d5e2df3c1a9246825
direct_bl_entry_sites	35 total / 17 intra-object / 18 exterior
direct_bl_entry_digest	b85bf31b40bc82a17242e5d909f3fc404887dd8ceb921cc8f678c7dec24739f3
direct_body_call_sites	88
direct_body_call_digest	90cc9a6bec84ce64796ec37979007d29c8970a7f22b2d10d9b232776e9a7264f
stored_entry_pointers	0x00502D14->0x005029FD timer callback
stored_entry_pointer_digest	a6199f14f401108513c62d9686f27e01d0a95aa624346a2e6d69ba986d6103d3
stored_strict_interior_pointers	0
raw_interior_byte_windows	11 odd-byte instruction/data overlaps
raw_interior_window_digest	448b0662fa673d212150ec4ceec2414726aa7452a139cf921a2e01e174e00531
direct_b_w_entry_or_interior_targets	0
retained_path	D:\01_workspace\s200_ap510b_iar_git\driver\buzzer\drv_buzzer.c
retained_path_pointer_cells	0x00502CCC
pwm_reload_low_table	[0x0076B014,0x0076B030);28 bytes;SHA256 170e9c388fe4150ab5db7805770daadfb54635fd08eb2452b81d6ba194db589a
pwm_reload_high_table	[0x0076B030,0x0076B04C);28 bytes;SHA256 7d17fc20e450b7a9c76fc8bf99c4062634fff0281dd2326623e29ad92feb9ebd
predefined_voice_table	[0x006C1E2C,0x006C1FEE);9 records x 50 bytes;SHA256 183d6370260fc192ce25b57b40b8d0768bd4362e842a6bc826c45d7b16939d41
script_layout	byte0 repeat count;byte1 interval in 10 ms units;byte2 onward note/tone/beat triples;zero note terminates
production_routed	false
ownership_bytes	0
source_inventory	unavailable; linked-object census complete but source-only function count unknown
