stock_start	stock_end_exclusive	stock_sha256	source_path_anchor
0x0046F4A4	0x0046F4C2	b94c941d90027e4de33f400ea6b3e3f9e1961cf685e42da3d8ae98c6b1757af7	no
0x0046F4C2	0x0046F4EA	eccb96467cd121ed21d2b3e173101e2665360a069af9090c72682e96156a8e10	no
0x0046F4EA	0x0046F50C	00ad0d74b025ddc1046a39d548b0fafe33057997233902fbabb91aa172aed3df	no
0x0046F50C	0x0046F52C	4b68f3aa6195f7b9b26f60dd54b8feb06b0f8d6dfe5b6599ae356a53c88e0307	no
0x0046F52C	0x0046F546	91808613ead123ea27c9376601d8c2b2ab6c0ff62c97fa7abc0e921c129ef288	no
0x0046F546	0x0046F5A6	d2c960298df3085637c75ced483aaadaffc8a13b36d2b3c4e6784403fce0b0bd	yes
0x0046F5A6	0x0046F604	83a33e30f9a01218daf8f28d12a4f5023504604e865298377ef68a5dba1ad15f	yes
0x0046F604	0x0046F65E	90343b36b18831a1926a40460d0c8e3f982718014904056c2e2510b1e0a3cb10	yes
0x0046F65E	0x0046F674	b415a20ac2017fe9c1e01927adb4cd950039e5b239244dcc117c0eca69b98dee	no
0x0046F674	0x0046F68A	231e152d1fb28540e77498af6f9387f29908076cd73bc3822bcf45e1db4b60c8	no
0x0046F68A	0x0046F6A2	f0b5be810141505b542007d3996826219603e064ae87c186bbce12c22c923690	no
0x0046F6A2	0x0046F6BA	b07dcb8c58f747022a7cac06fff3a0add4cd81ec12e57760e33bc45ea91d1392	no
0x0046F6BA	0x0046F6E6	f09b6964324011ec16ba070be41131a6c6a299c61949e5cbbbc79e4e09fb3ccf	no
0x0046F6E6	0x0046F6FA	93e9d3dc1df2d950f6d5c0bae26e198c166b5388c3a4a69f9999715358fc4ad2	no
0x0046F6FA	0x0046F788	3c89f5f441c8c6b0163697b7eb6f2bafe5a4ff6092b294191a5200ae6fa679ed	no
0x0046F788	0x0046F9F6	f4de0ae61c913a17a5958b09d1c877f27f58f5735979a1c86b0c50246013aafd	yes
0x0046F9F6	0x0046FB0C	4320a41cc7173f24a7a9b9ad43202a0a24667a484a6e1bb24767be1ad120f6c1	yes
0x0046FB0C	0x0046FE38	68c702cca39cea94a9650b5c456229c1fd46b884490bb97f04879c8b56326c21	yes
0x0046FE38	0x0046FF58	c00b451f0ee38c6693c279d6b982899c0752dc1df32fa4a7727af0a1537f323b	yes
0x0046FF5C	0x00470014	0c7774ef74484043122ee82265527cef12081ee81aad8d8760d10f306864a423	yes
0x00470028	0x0047009E	d8b4f1ac4d1fdfc7f7fb29d807c6b14e6972606668472dea806edabad9316cb4	yes
0x004700B4	0x00470156	3f7d662da29171dd2aecf7b06b07cdd6ffb3e2a3388d482dc76b14659b219b1e	yes
0x00470168	0x00470214	9a9b9db47d8e826f3a31f506538822d8df44eac5e9593c2d6e2d45f66bcc0429	no
0x0047021C	0x004702CC	87443b0940333396ebcc0ef1c0bbc74906b6bcfe15237b8ccd45cef6346aa9a4	no
0x004702D8	0x00470354	09eb540e4e33673c07adac9d1a4d254e34fd10fe7482abd9287d60ffdda26b32	yes
0x00470368	0x004703BA	71db0051146db28ab431230737404c8cf794a74335294320d24df1f788268773	no
0x004703BA	0x004703C6	bceeab3a47379a62e78b6b07417c52a86da437468ee68ddb43e56468065e7329	no
0x004703C6	0x00470486	fe82b9b93ef6868b3e5650998f1050594a763edad7df4bff5fe65247a0ae9f4c	yes
0x004704AC	0x00470666	dba849b8f41ecebbcda6439be25604baddad3d93785ac595a0e0710fb74d61ea	yes
0x00470670	0x004706D0	fbe943e80698b035df2d8e1004670d278bdc8a1425a576949af31123d685b731	yes
0x004706E0	0x00470740	bfafa8dbffd706a4ad7beb719783bec6aadc453a5da753b8ec9061992091ffe0	yes
0x0047075C	0x00470856	b1593c790c17f28c6dc4bee59aec9ca05f4670b79dd3a4337da1024ca3240026	yes
0x004708A8	0x004709B2	591e1540edcd636a63f0c0d79f4201fb584c18d25cffaace169196a0e4e80c22	no
0x004709C0	0x004709C8	bbab80e2bb2542275931dabd32c9ca34188a48852efe2a894ef4e79ca97e0d10	no
0x004709C8	0x00470A72	83e03dd1a97616a9e1ec92c88f8bc888e3780e84d42811a5fc5f96e6161c8734	yes
0x00470AAC	0x00470D5A	8bd67ba8b2d0291708e26a504463440a42e40e861f907d4e0cbf138b7c55d43b	yes
0x00470D7C	0x00470E7E	f892a262286d481a8a0eeec05aefc68475eb47f3e39bdecd97e75d1b1f9a14af	yes
0x00470E90	0x00470F58	bc0038c5cc8a7fa2934176e6a324614fc266ab81847b42914b61fc1a063965ab	yes
0x00470F68	0x0047100A	eb87e9d695862f147aa533bfc7fa104081d3c20e49650d637cffb8a963c28491	yes
0x00471020	0x004710A2	04e968ef80cb6bc9f4a5516d9fbf22204aad1768fc0de9d9c71cb03bf5ff5839	no
