stock_start	stock_end_exclusive	stock_sha256	source_path_anchor
0x0050083E	0x00500A02	bd89b048c5d18a34113ba14d0bf09a994804fec02cbcc4cb947521933cbdd7e1	yes
0x00500A02	0x00500A0C	4dab79c7183121b908d36a64e137eeec0a2c26ca22629824a72684bad9c6db99	no
0x00500A0C	0x00500A16	0e0fe1794d51fe2d80e02f762ed1e7a7b07305fa55fd9e1aa6c41a773cba236a	no
0x00500A16	0x00500ADE	1717b2472b843df23b931133560d3379a1b0f1c079e8125e218def35933068cd	yes
0x00500ADE	0x00500B7C	fa50d765bef820acdc04380b40334a28e64b883ea20ae73ac93ce6612fa4c595	no
0x00500B7C	0x00500BEE	d60660311eaeacc5f2cbfaea3243968d7dcc7c5fa554b7c3eb21c64c5ca67768	no
0x00500BF4	0x00500CB0	6ceaa27b5c695eef5ae0d1c6dea74c799993f9cf31222ef96abba6c4546a8184	yes
0x00500CB0	0x00500EFC	481888769e96cb0c0d73a53215ff8ee9c42afb19fa7731ba00289e43d13b6895	yes
0x00500F00	0x00501066	69ba456e97b2162cbe893712cf7431c5778ab79ef55a7b96fd84b1fefb4b0b31	no
0x00501066	0x00501108	1a47ae434cd78416ca54bd4b13323bb4a6908d706fd292e4fcdb35acd38e29c2	yes
0x00501108	0x00501166	b39fb5fe97bc54f702f9269e15d293ad4134c3c94cba1b90a8b2eca4fdc46ae7	no
0x005011D0	0x005017A4	bfc8d4f66549f7b2036e8b7cb61b3773bb0b9e5ea9c0c018a6d3939cebbd811f	no
0x00501D5C	0x005020E8	5325eada400ded24b0bc6bf9175efbf47e1f8e5c5ffd59e64f166f6c55e203e1	yes
0x005020F0	0x00502102	16c20eece837b051310276780d0a054130f8157c4cf706919cc1bc04622e40bb	no
0x00502108	0x0050211A	508d6fdb1925b56ee519c86b67c63d73c17fe5ae12a9f2c305f7405a0d46a1eb	no
0x00502174	0x005025E2	ca50ed2ff4eb8ef60b9fcd645dfcaa4ee757a29eda58088ff5766a3358eebbc1	no
