stock_start	stock_end_exclusive	stock_bytes	stock_sha256	path_reference_sites	reachable_instructions
0x4e1b30	0x4e1c42	274	d7fd9497495e95a0c65fd77c9443628e4b85d4e63c163f9a70b2cfc47a738991	2	108
0x4e1c42	0x4e1cc4	130	c424f347635158eaff12c69442e6be65a9eb973b2ed0655b808831979da6324d	0	57
0x4e1cc4	0x4e1dd4	272	b3736479dbae334b6f76a1b3d836bcb9cfb006c5a13ecf47f92ff9bba8bcd217	1	116
0x4e1dd4	0x4e1f28	340	e943296f07aca7f7cfa080a832340c388c15387c33789129ff4e84b23afdd91f	2	141
