stock_start	stock_end_exclusive	stock_sha256	source_path_anchor
0x004DCCD8	0x004DCD0A	e65cc272449e6dc79c94d4ed40aad3a3fac0f7af8cca92a8286eacd5143d11c7	no
0x004DCD0A	0x004DCD32	fd6f8eb8bbd01b3aad0a1e6245c4b55f8e3be6261d05bf1df9c82bffb874e045	no
0x004DCD32	0x004DCD92	4becec20554d1a383747a4301595bfe8dd928d5bb21031eeb4d72b4cf342bb0f	yes
0x004DCD92	0x004DCDBE	40f635b78387333ac48277fa013ad978e77a9cb65e1aae5d9b7b0ef32702a281	no
0x004DCDBE	0x004DCEB0	8d27cecd821d8874493d116b4cfb9a53dc9a39d1f10033453f005c2cb729bba1	no
0x004DCEB0	0x004DCEC8	c5433c44d9bbe9d781964b0bf18ad6c6715cf0259b83ccfbf1b6b068b01ecbaf	no
0x004DCEC8	0x004DCED2	49d0107dcad7bb92250b99a0026fd75ec2985b0d3f43766c665e2746b6e33c72	no
0x004DCFE6	0x004DD052	fd00a06fbbd2a8d1bf503ab2d6485d10bf23b9ad5c0fa340a18b7a612ea2a1ea	no
0x004DD1C4	0x004DD31E	00f5eaf9ea7650d73b0dcba64a7622ea133cc03f2f849c352ab3c65cae49b8c6	yes
0x004DD320	0x004DD414	ba645a97c8dec7aeb2fe66ca9fac9907735f14c138a7b808fcef98e029db4cfb	yes
0x004DD414	0x004DD462	bf7179f4c6ac41e302a73c05e81c26d528d3b9ab72b82870f264d69ce4e18315	no
0x004DD510	0x004DE13E	2b69e712a10a1731ab56a8cb205f32bd695aa2b1f615ea986e429c2dd56f1ea4	yes
0x004DE17C	0x004DE28C	b6fe16858644c852295a4024bb5423f24cc48e2e8603ebfd6736028d0a3be81e	yes
0x004DE354	0x004DEDC2	2b9b8dff8e446419c01c981712dc2b54dc5563c65cdec011fd1463a3bccc05e3	yes
