metric	value
retained_path	app\gui\MessageNotify\msg_notif_timer.c
retained_product_path	D:\01_workspace\s200_ap510b_iar_git\app\gui\MessageNotify\msg_notif_timer.c
disposition	linked-unanchored; code extent previously claimed by sibling closure
recovery_method	cross-referenced attestation; zero additional body bytes claimed
linked_functions	0
ghidra_discovered_functions	0
path_anchored_functions	0
raw_path_referencing_functions	6
body_bytes	0
physical_bytes	0
physical_interval	none
covering_manifest	g2-ui-msg-notif-list-function-map.tsv
covering_manifest_sha256	67d9541d516f3a31a38e0608874acc8c4d7c9402f0eac2b748b76cbc066b3b63
covering_function_rows	[0x005528B8,0x00552906) [0x00552906,0x00552948) [0x00552948,0x005529A2) [0x005529A2,0x005529E4) [0x005529E4,0x00552A4A) [0x00552A4A,0x00552AB0)
covering_rows_digest	bfec6dace2e8d683e597f2fafb20a5b5dfd1e36a0987cb0acf9412fa2ecd382d
covering_body_bytes	504
covering_note	six msg_notif_timer.c-referencing blocks absorbed into the g2-ui-msg-notif-list closure as unanchored rows
path_string_run_address	0x006F4604
retained_path_pointer_cells	0x00552AE8
path_literal_references	6
path_literal_reference_digest	80fdd10d5c8068c2e2194279022e7c03a0fb209cbd4f14b012db86f28bf0137e
production_routed	false
source_inventory	unavailable; zero-anchor census complete but source-only function count unknown
