stock_start	stock_end_exclusive	stock_sha256	source_path_anchor
0x005B48F8	0x005B4904	8c4e3286909ab10fcffed171204522ecf91aa9437173028b92b17a829bc84f35	no
0x005B4904	0x005B4A90	8eb9ea61cbdc7a770de93fdf97a7c15e7f53724b2420233cd0f9790351b73b5a	yes
0x005B4A90	0x005B4CC8	605ee272a4610cf5a10a40ebd8240679abe6b4f91098eed8fa9a343a23b659e4	yes
0x005B4CC8	0x005B4D10	3b01260e547415361676417aca98ad000ba3fb9fff26a7429181e21350b36497	yes
0x005B4D10	0x005B4DBA	170e42dab970a96d178602e5fb451bbb8a7e41746a60ec10409bf841ee7512dc	yes
0x005B4DBA	0x005B4E98	0287c2af4b0e1d41394f9e684a98c0a58603c650bf9a203db9e23e758869fe36	yes
0x005B4E98	0x005B4F72	188a7be35a65d93de518f9fffd3f7a941e9d4eabcd04702964d0e80d1de75f3e	no
0x005B4F72	0x005B5150	979d15bf25a4e9fff567a97566ec3598982821ebd05d80151a046b4d7886a72c	no
0x005B5150	0x005B52CA	6c507647009fbe4a975d0123a083844d03bc43ae44516b888fa4e99f59329f78	no
0x005B52E0	0x005B53F6	0c692f49fb499755f59c74a83c382b12c374d6018467580a26d5f92309f3bef3	no
0x005B5428	0x005B55A8	1d5dbb2f6bed3271a5603223caba8cea80f50f5a9fdc31b02f545707a3cbf2ea	no
0x005B55B4	0x005B5630	e2db80f3d8188c3ae4fc52253e14ec03439bbecc6e13d0bdcb280c0b8296fd39	no
0x005B5720	0x005B5752	5123ca676debcfb0d30b6e3f2464cdcef9ca68058a3c870160876ef326c08919	no
0x005B5752	0x005B577C	a4482c283b6f421308add0875cca28cf2328ccc2921967935bf449c9e489d004	no
0x005B577C	0x005B57AC	18c8090dc62a1ce334492814156e72f75ea0c00a60de6c612bb939961f513972	no
