metric	value
retained_path	platform\service\eAT\core\at_core.c
linked_functions	5
path_anchored_functions	2
body_bytes	666
body_concat_sha256	1a4a9470df59605ee0655a824f38edd00bf481589640c432717967c40c3b4eb5
physical_interval	[0x005412E0,0x005415B4)
physical_bytes	724
physical_sha256	ffe5d0bebdc722a192977f973922b2915aa66e0e0c1083ef673acab29a638e0a
outer_pool_regions	1
outer_pool_bytes	58
outer_pool_concat_sha256	d672f0e669a363d991186dfaf619e555ea115bc373776000166151bccfeeeef3
direct_bl_entry_sites	85
direct_bl_entry_digest	2890ada6cbd2be926b11acb7157afccae03f6001498290b4a3119f2711fd5819
direct_body_calls	21
internal_direct_body_calls	1
external_direct_body_calls	20
direct_body_call_digest	89dc77834666ef37361d8fa61d982fc93bf6ead8bd47251be48b8d4fd62f9c39
indirect_body_calls	4
indirect_body_call_digest	8a05955e46f6fafd5f098d17916b2d3738970a4764256005e6b50445520843e4
stored_entry_pointers	0
unrecovered_direct_object_targets	0
third_party_dependency	EasyLogger and bounded/source-owned IAR DLIB primitives only
historical_source_available	false
public_source_fingerprint_match	false
private_producing_commit_observable	false
production_routed	false
