metric	value
linked_functions	20
path_correlated_anchor_functions	17
restored_helper_functions	3
body_bytes	6564
body_concat_sha256	959c59f6d2ef16c33f05f2084595c5eaf29ced61bb6d85354df45a94e784c94d
physical_interval	[0x004BB3DC,0x004BD054)
physical_bytes	7288
physical_sha256	563a40809c252f16286eba50c48c5ec70086a0ac925e7b0d1344f8cb5fb5f79d
owned_gap_pool_bytes	724
owned_gap_pool_sha256	91fd838ab679b32d0c207f7fbdcb6b98a0a8c630d910e5f1fd307597eb060c91
assertion_records	23
assertion_records_sha256	a350a1e6fc4d921d078979d9a3ca0134358a12242c26507e70f8532e72a4877d
direct_bl_entry_sites	25
direct_bl_entry_digest	3b2aee8a4e2c6e27fec3a9e8161a4137031020a2a7055e2a1fbd0d7f96dceef7
direct_body_call_sites	418
direct_body_call_digest	1827b133f87bd571a8abdab17b2116092d18c442d7b45fdf771094d032eec320
direct_strict_interior_targets	0
direct_b_w_entry_or_interior_targets	0
stored_exact_entry_pointers	6
raw_entry_or_interior_byte_windows	7
raw_entry_or_interior_byte_window_digest	2ead83783da252672f4ccc07b88d9ae1965dd4a8f0529912f5392557752d7726
retained_path	platform\protocols\pb_service_dev_config\pb_service_pair_mgr.c
source_inventory	available; 21 clean-room production C leaves (20 stock entry replacements plus one bounded writer helper)
production_routed	true
ownership_bytes	6564
source_functions	21
compiled_text_bytes	2300
generated_alignment_bytes	22
strict_relocations	97
stock_replaced_bytes	6564
retained_gap_pool_bytes	724
software_functional_gap	false
hardware_validation	blocked by unavailable physical evidence
hardware_evidence_required	authorized responsive G2 pair-manager peer workflow evidence must be exercised during future qualification
