metric	value
retained_path	app\gui\conversate\conversate_ui_main_page.c
linked_functions	15
ghidra_discovered_functions	4
additional_recovered_functions	11
path_anchored_functions	3
body_bytes	4132
body_concat_sha256	8c6c2637bae404a7e96b50f32c6aa37f4e66d4d4b815b19c514f8bc30ef4d2c6
physical_interval	[0x005B23E4,0x005B3570)
physical_bytes	4492
physical_sha256	d8039e4c2b938b16651d17d57ca86ab03856b88cba201ab8fec72ce47a53c4d0
noncode_bytes	360
noncode_concat_sha256	d0bd00a5e9b89f40fcb563f400a15fc646a604ce4dab90d64d305ff2781bfcbf
reachable_instructions	1531
reachable_instruction_digest	c47af8e04636a77d61edfd09e0664471167311e8a345f78adefba1f6a2cac780
direct_bl_entry_sites	6
direct_bl_entry_digest	fa574cf446d8529ff5612286614c2c911d76f35da28e8cc9d4379b86037407db
stored_aligned_function_entry_pointers	21
stored_aligned_function_entry_digest	6e84c214a69d7e536bd35a80fc9e3c10e67432c374f2cf5473c6c7fed71843ab
raw_instruction_word_interior_collisions	1
direct_body_calls	287
internal_direct_body_calls	4
external_direct_body_calls	283
direct_body_call_digest	e50fd92f71151c8fa3f1f0ca0cf871c527ab8d045a51aac48054fc7888548d08
indirect_body_calls	0
strict_interior_ingress	2
strict_interior_ingress_digest	798b740064b72e91d0f376e948c6430b7adddfde9a36effbb247c99bd8041fd5
stored_strict_interior_entries	1
stored_strict_interior_entry_digest	cce86ea9aaa5ebd01279a28459cceb5eb205c0a4bd543b2eb4fd36ca643e279f
third_party_dependency	EasyLogger LVGL and IAR DLIB provider edges only
private_producing_commit_observable	false
production_routed	false
