stock_start	stock_end_exclusive	stock_bytes	stock_sha256	path_reference_sites	reachable_instructions
0x4d2b9a	0x4d2bce	52	6215de2ee5c2a1b0e33904284a46a4bccb7238948cd009eba581d1d73912b75c	0	22
0x4d2bce	0x4d2c42	116	6189a4e959fc4a0b56c1f2da6f6ca39268bc767b2c2c1e2e3984eeb4ce33c47a	1	43
0x4d2c42	0x4d2f48	774	801b96e90bc4eb30cd2148de2ddfed04d9587d55168dbad661d89155d721452a	7	283
0x4d2f48	0x4d306c	292	aea35e0460a4feb4a886cc54a8b42ca523548e92ef81e101c81da557bd2dd650	0	110
0x4d306c	0x4d30ba	78	0f20bbf47ca9ddedbca8eff358a0a357eba6b738294d78a93b4563c19733db4f	0	33
0x4d30ba	0x4d3354	666	a3457b5a5d777194e6cabef85720406e41b7b5410390d9a3ed3269a98f2699cc	2	255
0x4d3354	0x4d341a	198	282ceb27872c7463f256e1c649bc5278046faed0cea7bfab176712140d101e38	2	83
