metric	value
retained_path	driver\touch\drv_cy8c4046fni.c
linked_functions	23
ghidra_discovered_functions	20
additional_recovered_functions	3
path_anchored_functions	7
body_bytes	1754
body_concat_sha256	e57315793f123c87bef9ff871ead897585e7b6ad99be934fbc1b3c81d1dbfa2b
physical_interval	[0x0055B2EC,0x0055BA70)
physical_bytes	1924
physical_sha256	f332ef2582b13694469bc6a64e0e6089077b990338848a23a7d60de28412ffab
noncode_bytes	170
noncode_concat_sha256	246f1a4563ff6ae7319ecfc22d846d7d59bb80933ec50bb6501a8c4440199f9b
reachable_instructions	708
reachable_instruction_digest	6283cd4ea10462d17ad28050a5cb7735464caab4483bb9a7433e265865fd80c0
direct_bl_entry_sites	50
direct_bl_entry_digest	4200f389488dc08d13199f1d896cc6cc3b92355a25f76aec4e9beb48ba82892d
stored_aligned_function_entry_pointers	4
stored_aligned_function_entry_pointer_digest	7323684ef3f7c757b6cb5dfc846cfa0f2832ab8f6eee737214232b9d52dcf92c
raw_instruction_word_interior_collisions	0
raw_instruction_word_interior_collision_digest	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
direct_body_calls	87
internal_direct_body_calls	10
external_direct_body_calls	77
direct_body_call_digest	eb33483ed56a21475a26b0aa2ddafd1d7ccecdb5ce3a40197686931d22b755ea
indirect_body_calls	9
strict_interior_ingress	0
strict_interior_ingress_digest	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
third_party_dependency	EasyLogger CMSIS-FreeRTOS osDelay closed HAL I2C and bounded IAR DLIB only; no public Cypress or Infineon source candidate exists for this host-side driver
private_producing_commit_observable	false
production_routed	false
