metric	value
retained_path	platform\display_mgr\displaydrv_manager.c
linked_functions	19
ghidra_discovered_functions	12
additional_recovered_functions	7
path_anchored_functions	12
body_bytes	2796
body_concat_sha256	053b347c834d8d81fa732b56cb7d51caaa8c74257409d12da33a47f02d2ebf5b
physical_interval	[0x00473952,0x00474550)
physical_bytes	3070
physical_sha256	629e676c9b4bef5a15ccc3c26d640e8b3e3878f0064d03d4c94124785c085154
noncode_bytes	274
noncode_concat_sha256	7cb8ecf6692ad871012b3758052169c6db3a4a75b713d6617817579ecbf551f4
reachable_instructions	1035
reachable_instruction_digest	1ed4717bcb09d8e67421dba23db69b07f0440fa569d89f7ff960881655da9d9a
direct_bl_entry_sites	18
direct_bl_entry_digest	d4f43711b710d0122003dc76544ae7bc5a9c09f18fa2cfbbcb0852a708cc7af8
stored_function_entry_pointers	6
stored_interior_callback_pointers	1
raw_overlapping_pseudo_bl_sites	1
direct_body_calls	184
internal_direct_body_calls	6
external_direct_body_calls	178
direct_body_call_digest	5d13eb099513e25d71c4b2c2bef9ac79d5a28282d23af465dbf7d9ed17cfa5fa
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	EasyLogger CMSIS-FreeRTOS bounded IAR DLIB and first-party ULED display providers
private_producing_commit_observable	false
production_routed	true
source_files	5
guarded_redirects	19
routed_stock_bytes	2798
retained_compatibility_bytes	272
