metric	value
retained_path	app\gui\conversate\conversate_ui_menu_page.c
linked_functions	8
ghidra_discovered_functions	2
additional_recovered_functions	6
path_anchored_functions	1
body_bytes	1492
body_concat_sha256	e9f2b902996d7cc94a3ec8b085df479649b5ca7824250e3ade2f6af139735a65
physical_interval	[0x005B57AC,0x005B5DE4)
physical_bytes	1592
physical_sha256	d2671c3a9b277491e2d1b76fa521ee498c56f607ec4bfde3dff07043fac563f9
outer_pool_regions	1
outer_pool_bytes	100
outer_pool_concat_sha256	812d0ca20cce942426480e0468ad8e56521a88da7d2a4a185690f0adbb6541e3
direct_bl_entry_sites	7
external_direct_bl_entry_sites	6
direct_bl_entry_digest	9bf7c71ca7a1c14715e41fd5422d955f35afbe1890ca725c77f911244682aa9f
stored_entry_pointers	5
stored_entry_pointer_digest	d02eef795960fecae35d9ff6f9f8c7e9c6c5d1f0f7fd5922cdb2e30fd0635d6f
direct_body_calls	102
internal_direct_body_calls	1
external_direct_body_calls	101
direct_body_call_digest	a3b6e4643dd3580675918f06152a1738cad0858cedc7a09cb6ff6e0c546fd09e
indirect_body_calls	0
strict_interior_raw_bl_decodes	0
unrecovered_direct_object_targets	0
third_party_dependency	LVGL and EasyLogger only
historical_source_available	false
private_producing_commit_observable	false
production_routed	false
