metric	value
retained_path	app\gui\EvenHub\common_list_container.c
linked_functions	14
ghidra_discovered_functions	14
additional_recovered_functions	0
path_anchored_functions	6
body_bytes	7342
body_concat_sha256	daef641f685419e53b3e9a11fdbfc258f4321985ec44dbe850a1ea36c450231c
physical_interval	[0x004DCCD8,0x004DEE64)
physical_bytes	8588
physical_sha256	6b690c5014e1a9334adf248c6d0c92def4a2cbc598945202b8895347a62d0cea
noncode_bytes	1246
noncode_concat_sha256	90f10a1c368571877a8261d9c4e468238fbf9ffe83ca4df78229af69a0e526f1
reachable_instructions	2710
reachable_instruction_digest	2db47555607309f8c13eabbbe7b2e9f3e4172c8709880e5134899fc570001ee3
direct_bl_entry_sites	46
direct_bl_entry_digest	795e008a28e59489bf865fbfdde1112428877ce258e85a2024463ebeeb8ebcb1
stored_entry_pointers	2
direct_body_calls	458
internal_direct_body_calls	39
external_direct_body_calls	419
direct_body_call_digest	42447595f682972b482b5bc6503cd8575f4dd278cb1b0473c106f70bee1a7fbd
indirect_body_calls	2
bounded_indirect_targets	1
bounded_indirect_target	0x004949C0
strict_interior_ingress	0
third_party_dependency	LVGL EasyLogger bounded IAR DLIB and production-routed TLSF-backed heap wrappers
private_producing_commit_observable	false
production_routed	false
