metric	value
linked_surface	4
source_only_surface	4
linked_body_bytes	546
linked_body_concat_sha256	6c3463af9d30f55b582fd4bf51cfeb90931c2bfc1b72b8544803d75c65dee3a0
physical_interval	[0x00569B04,0x00569D4C)
physical_bytes	584
physical_sha256	9509223fa164fab9f580b13bb3cab31e17d41929c636f43b1a4ba5fc435af441
literal_pool	[0x00569D26,0x00569D4C)
literal_pool_bytes	38
literal_pool_sha256	1901036189b5185ef77121a80e96f6af9ff63a69e3a094ee4b9340b0b45abcba
direct_bl_entry_sites	5
direct_bl_entry_digest	096ce229c3c5fa6d8159a34fd3a7481b17965d3a3f6ff7d47bb592597267b9b8
direct_body_call_sites	25
direct_body_call_digest	2f7f5c5d3ddc779541d509e0be1e0b852a9c1474d775367a33a4c6d1ef278514
stored_entry_pointers	0
stored_strict_interior_pointers	0
direct_bl_strict_interior_targets	0
source_only_names	hciCoreVsCmdCmplRcvd;hciCoreVsEvtRcvd;hciCoreHwErrorRcvd;HciVsInit
