# SPDX-License-Identifier: MIT
entry	symbol	kind	status	license	source	direct_callees	call_closure	resident_table_dependency	shipped_immediate_literal	product_semantics_asserted	instruction_bytes	instruction_sha256	canonical_body_sha256	evidence
0x2248	open_cfw_touch_packet_2248_build_entry	entry_packet_builder	clean_room_argument_relative_packet_pipeline_source	MIT	runtime_touch_application_packet_pipeline.c	0x1EBC,0x2228	same_batch_or_previously_admitted_mit_source	false	0x23A0=0x0FFF0000	false	342	38200e00042a91a78b56dc3c11a14b0a786447f7c987e4781ed4444f628806ba	cce6bd6384e3f1b3e353610c7d0371e6aeade7c9249ce33f0c2a2ab70cddbce1	complete target control/data flow over argument-relative buffers; no MMIO, resident table or vendor body admitted
0x23A4	open_cfw_touch_packet_23a4_build_group	group_packet_builder	clean_room_argument_relative_packet_pipeline_source	MIT	runtime_touch_application_packet_pipeline.c	0x1E88,0x2248	same_batch_or_previously_admitted_mit_source	false		false	452	7fda88a3af84b3fa68fbf3e3e29aaaaf470c2809868c360afdd1f385e3eb089e	d3cada4bfc401353ef05ce15ce1d2d69bba540ae85d5fe442897360e3b6605bf	complete target control/data flow over argument-relative buffers; no MMIO, resident table or vendor body admitted
