metric	value
retained_path	framework\sync\sync_interface_api.c
linked_functions	13
ghidra_discovered_functions	13
additional_recovered_functions	0
path_anchored_functions	13
function_interval_bytes	6136
function_interval_concat_sha256	b7bed2187643568dcc9510747dcad28ceb6d9ba97a147d5e09e8d2afa2a14bc6
body_bytes	6136
body_concat_sha256	b7bed2187643568dcc9510747dcad28ceb6d9ba97a147d5e09e8d2afa2a14bc6
physical_interval	[0x004646F0,0x00466010)
physical_bytes	6432
physical_sha256	1168ab1698fee199840a0d13ac6201bb68fed8fe9b906e9741679908db26ac74
noncode_bytes	296
noncode_concat_sha256	d3d36c97d35cff65779b409bc76de407aa400f2be26a9ed5a481c2c895f89ba0
reachable_instructions	2350
reachable_instruction_digest	079f372c169bfa5bdb15c8eb99a2930de943f6c8feabb9d540f09c1fda6ca191
direct_bl_entry_sites	329
direct_bl_entry_digest	9979fbcd5d82a28a3e9f9b8ab271b3cc64eb1b5886b45b217984356047cec2b6
stored_entry_pointers	1
direct_body_calls	353
internal_direct_body_calls	20
external_direct_body_calls	333
direct_body_call_digest	acfb662d9db1b766ffb622d19a428c2b9793118d3d493e8f6ef1ccb1df4bf2ab
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	EasyLogger CMSIS-FreeRTOS FreeRTOS bounded IAR DLIB and production-routed TLSF-backed heap wrappers
private_producing_commit_observable	false
production_routed	false
