metric	value
registry_interval	[0x006C9260,0x006C93B0)
registry_bytes	336
registry_sha256	f47c2827a472adac781e19ae785e32c1eec101f5b7947d4be67a6dc07d7884ae
registered_commands	21
record_size	16
handler_span	[0x005A4FA4,0x005A5D94) with independently bounded objects and gaps
closed_commands	21
unassigned_commands	0
valid_at_records_elsewhere_in_image	0
production_routed_commands	0
ownership_bytes	0
qualification	registry completeness is exact; historical source inventory remains unavailable for pathless objects
