metric	value
retained_path	platform\ble\app_ble_central.c
linked_functions	44
path_anchored_functions	24
additional_recovered_functions	20
body_bytes	14288
body_concat_sha256	37e1f0ccd8c0ee6946de90bf2bf01b4b7dddfc5fbde171519e705979e1351181
physical_interval	[0x0049F828,0x004A35B0)
physical_bytes	15752
physical_sha256	8038f98faaa62f91addd9e09c1ae18b215c74abfb07579c21c20282a1e6a205d
literal_pool_regions	30
literal_pool_bytes	1464
literal_pool_concat_sha256	62c6aa7b38fdb4f5b73ead2b0c21ecda54b7075c6903855246c644cc99914cb5
path_run_address	0x006FF9B8
path_pointer_cells	0x004A02D4,0x004A0FCC,0x004A1AF0,0x004A1FBC,0x004A28EC,0x004A3158,0x004A3554
direct_bl_entry_sites	160
external_direct_bl_entry_sites	58
direct_bl_entry_digest	d47b5afe099a407e91854de77b0d71a1f945307bbcd3fd5f928d66fd6f794f30
direct_body_calls	851
internal_direct_body_calls	102
external_direct_body_calls	749
direct_body_call_digest	97f0ee83f5e6f4719e4f39046cde4093210453368bf58bccf13e041d9bca49c6
stored_entry_pointers	17
stored_entry_pointer_digest	86efd218917fb8b57d6d80b2e3f7c5b2e65353c742ff43ecd52aa2e54062d748
strict_interior_bl_decodes	1
strict_interior_bl_decode	0x00631CEE->0x0049FAF4
third_party_dependency	none; G2-local Cordio central-role and RingLink policy
historical_source_available	false
prior_g2_named_functions	21
production_routed	false
