metric	value
retained_path	app\gui\dashboard\dashboard_ext.c
linked_functions	16
ghidra_discovered_functions	6
additional_recovered_functions	10
path_anchored_functions	6
body_bytes	5904
body_concat_sha256	6a209b6a1c7a301cfd977c9e635f7a7615fdb61b5c68573904f233273ae5abaa
physical_interval	[0x0050083E,0x005026BC)
physical_bytes	7806
physical_sha256	686e26de89cc4d7649365f048d5fa7319f38b76b7b352adb20a8f4cb834dd76f
noncode_bytes	1902
noncode_concat_sha256	e30190413a23e6c9e8f3288bd02b1ab266dacd79f29eb2f44cd596e15c3fdd97
reachable_instructions	2142
reachable_instruction_digest	1018cdc7256520190080871549b9e3e6476e05d7a22da6572ec1781d3bddc88c
direct_bl_entry_sites	32
direct_bl_entry_digest	943176ddbd0594a9977c8bd6976167486afc69ac9e9fb100fb57fdb824b4e654
stored_function_entry_pointers	0
unaligned_word_pseudo_pointers	13
direct_body_calls	315
internal_direct_body_calls	24
external_direct_body_calls	291
direct_body_call_digest	b82f51a2e05ef687e468e259927afa59e47e6dff85c0539459dbc69835d6c736
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	EasyLogger FreeRTOS littlefs file runtime nanopb bounded IAR DLIB and first-party dashboard providers
private_producing_commit_observable	false
production_routed	false
