metric	value
retained_path	framework\page_manager\page_manager.c
linked_functions	45
ghidra_discovered_functions	36
additional_recovered_functions	9
path_anchored_functions	3
body_bytes	4510
body_concat_sha256	964a88ac7da964bb23c197bf7b849684183d2774716ffa0ea25c1a8a87bb3402
physical_interval	[0x0045EC7C,0x0045FEAC)
physical_bytes	4656
physical_sha256	93a1da621e2cfd10269342cb8859e8975bc543e25c4abf0c9cb3651ed314d538
noncode_bytes	146
noncode_concat_sha256	47ffb1138d753d2694c70c9034f67992a50ea3e8206bdb2d3bf63c834ecb5ab4
reachable_instructions	1925
reachable_instruction_digest	5718ec385e62a97a5f34062b3774bf0531629fb97c233f1be22f8f0985e52c1a
direct_bl_entry_sites	112
direct_bl_entry_digest	7b2e999fb9bc4809cee2fa6897e401d22eb66007983338df18fb802ab1a32ade
stored_aligned_function_entry_pointers	7
stored_aligned_function_entry_pointer_digest	cb23d22641eb0217358ecb1466f5ea448d2dcdf31e7326934a8d70bd6dfa4b37
raw_instruction_word_interior_collisions	13
raw_instruction_word_interior_collision_digest	d4c5d9361564a588329af188aa8c7bb08a21fd644f6b703c4ba619e0bb30d785
direct_body_calls	199
internal_direct_body_calls	60
external_direct_body_calls	139
direct_body_call_digest	b1edf988dc5ef8863bfcc0aac406f227b59160a3f069d66215c65cb7ba1f4418
indirect_body_calls	12
strict_interior_ingress	0
strict_interior_ingress_digest	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
third_party_dependency	EasyLogger LVGL TLSF-backed heap wrappers closed first-party and bounded IAR DLIB only
private_producing_commit_observable	false
production_routed	false
