metric	value
retained_path	app\gui\module_configure\general_configure.c
linked_functions	10
ghidra_discovered_functions	4
additional_recovered_functions	6
path_anchored_functions	7
body_bytes	2376
body_concat_sha256	ac6167490d24eed4d23f5a369cc92f7c6d62736ce7b04e8cdd6228e7b64b638c
physical_interval	[0x00471164,0x00471B9C)
physical_bytes	2616
physical_sha256	25fdbbf0f3e0e924e2ae1d08c9873a3e57372c51f7970893206392b1c52b7fdd
noncode_bytes	240
noncode_concat_sha256	4a87638c7d74b0471313d5899627d2684cbc972ae13785522c2673a2a328816f
reachable_instructions	905
reachable_instruction_digest	9fe3781d3c55a18cbe42756e78a44084c424642b308af0f56e1b49ade2cb7d79
direct_bl_entry_sites	10
direct_bl_entry_digest	494b931e3608062ab5b23d95486884c0e213cdc3fa2fd6c33d65b149c2982733
stored_aligned_function_entry_pointers	1
raw_instruction_word_interior_collisions	0
direct_body_calls	146
internal_direct_body_calls	5
external_direct_body_calls	141
direct_body_call_digest	447b3ab5c0376223c907e3a4206ee4d6e85048c2307b91b55930ea2eafd72770
indirect_body_calls	0
strict_interior_ingress	2
strict_interior_ingress_digest	8024f7939e2b134bff20370095c0e38536dffb6fc4880901c94b77cd8d5190b4
third_party_dependency	EasyLogger IAR DLIB CMSIS-FreeRTOS event flags and nanopb edges only
private_producing_commit_observable	false
production_routed	false
