metric	value
retained_path	app\gui\dashboard\dashboard_layout.c
linked_functions	11
ghidra_discovered_functions	4
additional_recovered_functions	7
path_anchored_functions	4
body_bytes	2162
body_concat_sha256	a7136e63708871fa9719ba0ac4fb77c22402a841d09a20c713d5d4af6756fb39
physical_interval	[0x00558030,0x0055894C)
physical_bytes	2332
physical_sha256	8b356371d046e9c41411e43b8ac7099f230be4a01e1d1e1ba78ea8caadeb2a45
noncode_bytes	170
noncode_concat_sha256	c63491d700793a858fe5ee3be923e1a82959fc100183b21354e66047c9b5d5d9
reachable_instructions	896
reachable_instruction_digest	2534fb285a4fe351a0fd3795f40f9e7e2346b73b999880330dc6d7a477a69a2b
direct_bl_entry_sites	32
external_direct_bl_entry_sites	21
direct_bl_entry_digest	af93f145c06d8b418cb6dbe131018983e90da44314b36a870b4096bfa36ea5df
stored_function_entry_pointers	0
unaligned_stored_interior_pseudo_pointers	1
stored_interior_pseudo_pointer_digest	6d7c7a5a7ea29d348711b723f93eeb5ffc7b43ef37e481a75b7e9b7224d6e396
raw_data_window_interior_bl_decodes	1
direct_body_calls	98
internal_direct_body_calls	11
external_direct_body_calls	87
direct_body_call_digest	2b6d0e886a64177b472293cec847ea22c1a21f6a97df37c0d7de68a19ca0d940
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	EasyLogger IAR DLIB and first-party file runtime providers
private_producing_commit_observable	false
production_routed	false
