stock_start	stock_end_exclusive	stock_sha256	source_path_anchor
0x004935CC	0x004935FE	f3aff1e2f6e9281ca2c581b45551158fa01c5158311f98923ceb6207248740a3	no
0x004935FE	0x00493606	c2df9ffa1b7c289b94c5f0566741bfc58c076b0966ec394d9dbd7b0331ec87e4	no
0x00493606	0x00493722	ad33a807d38b3151432b3b7fc9a845faf362fce473d0bffc9315586ca3cea1fe	yes
0x00493722	0x00493AB6	72d220ec9ce92d872895f7f6f188b0a780d434a5c2f04d994dbee45b0e4a111d	yes
0x00493AB6	0x00493BDC	34f228999a4678a41822243fe82bd364e167a16ba34f9813f48d43a9202bd225	yes
0x00493BDC	0x00493D02	b18eaa3e431ec46bcf42eee6a3aced6be80c6acdbaa3783cdf059a4d0afa58f8	yes
0x00493D02	0x00493EE6	c96a672ac771cdd4c4eb7cda42ae53ddcee3bb0353f4dc7e8f3d74f7c24270c4	yes
0x00493EE6	0x00493FA8	0c6f87d68d6a7a7aecb89ebb436458abc141051d6252f36d61163a9321c1b274	yes
0x00493FA8	0x00494028	fe49bcd077291e396b84adc271bebc1c79a72a3b352dda16c0921b7fc871f61f	yes
0x00494030	0x004940A8	1ccf5f70360890678b673ed8c696d07cacebbcf04fd98cc2a1a8ae6520a57678	yes
0x004940E8	0x00494280	e34319134bb807292a83675a99bb1c0eedb7ae8de31227b19a4bbaac0eb06ca3	yes
0x004942A4	0x00494450	201267e749a9f9b20e70263050c58808762c518e3437d3ae6b3150c5577da8f7	yes
0x00494484	0x004945E0	bbadcad1b4cd9f730a003d5af08019b00767937c825649547977cba07c946180	yes
0x00494610	0x00494826	d7065f6787dbf56a4e17056ac54cd3bbd57ffdac1b0657e12d92b82fb177dfdb	yes
0x00494834	0x004949AE	3a3f7597236d408cbf46f7cb10c42256f0f261e142e4a69cb1c1547ac6b498df	yes
0x004949C0	0x00494A72	38371d4ccb4574a3b116288bed036975cbfd5988ceac671ad1cf128926b80931	yes
0x00494A78	0x00494B38	946b25b25e16a7da7c9009dd8b91da3c99b84ac247898d4fff3884e83aae6549	yes
0x00494BEC	0x004954C2	b90cd4fd7e332b90e6afe3bc3093f8f60e70a569dd11d32a25a65af1ab24886e	yes
0x004955B4	0x00495E42	60fd931d46db97f84753af3318d45f59c663e8e320d9a23b886b00cd7f003f35	yes
0x00495E84	0x00495F1A	b49a16ce49921ed8b9fe58bada4394d5c224cf8a92958ac2e4e0cb663ca4a476	no
0x00495F1A	0x00495F6A	65aa3310070ee9f1b974b320209519a36767794d426381cecb7f8ace004bc742	no
0x00495F6A	0x00495F9A	c7fca78656a0e90ef6a5d2200011fc2d0fc0c46ee6d6e599ff6c2da355746719	no
0x00495F9A	0x0049619C	0ec98cd48ac96340f6f26430f8df1dbd13f74e03c2ad94a14c989dd4f7a79004	yes
0x004961E4	0x004963E8	46abd030c453d3f982e922496d888f0c8e108ae9ea8eb2887ef6acf199960e05	yes
0x00496430	0x004964CA	e5a4f1a785d5f8361cc2cf6d6278f690314ffa06cfb38c34a1b7135db7e78df7	yes
0x00496544	0x0049718C	842f5e3fac2cdfa8d4f9e70273581f8cce5375df7e8acc0b2878b70473fe64a0	yes
