metric	value
retained_path	app\gui\dashboard\dashboard_watchface_layout1.c
linked_functions	19
ghidra_discovered_functions	9
additional_recovered_functions	10
path_anchored_functions	2
body_bytes	3500
body_concat_sha256	5b376d7c2f4fb058464115a6114eee614e699220d5133d33e5e3529b339e5834
physical_interval	[0x005B7934,0x005B873C)
physical_bytes	3592
physical_sha256	d5d1535ce241a8b254d5f8442fbbf9ece69106108b9fe0f7209de67b36023c01
noncode_bytes	92
noncode_concat_sha256	ee44670edd084a0fab1eac89a01d1e5b36fdb47c0f977a190041085341892076
reachable_instructions	1301
reachable_instruction_digest	ae063293b582f657daccf5444de8430e8884d93d627239adc3a83a8741ffce50
direct_bl_entry_sites	20
direct_bl_entry_digest	7930f1907466c66d32723ae2927dd4b86fe870db993b7d051331100ee4b5648f
stored_function_entry_pointers	13
stored_function_entry_digest	ed551242d7d1d7b3dc5f7cf317fe1895221cb19bfa68474e09f6de3e70f98a07
raw_unaligned_interior_word_collisions	1
direct_body_calls	231
internal_direct_body_calls	16
external_direct_body_calls	215
direct_body_call_digest	0c44f08012369940128d61ef2c4b6103b315d3ddebad0bccbca61d8fdb217ece
indirect_body_calls	2
bounded_local_callback_targets	2
strict_interior_ingress	0
third_party_dependency	LVGL EasyLogger IAR DLIB mpaland printf and first-party dashboard providers
private_producing_commit_observable	false
production_routed	false
