metric	value
retained_path	platform\service\settings\service_settings.c
linked_functions	31
path_anchored_functions	13
additional_recovered_functions	18
recursive_decode_recoveries	11
body_bytes	5146
body_concat_sha256	094b0f0d32f03eadf7e16ac72e17c55e8cb9bebd8eb50326369643eef5ce66de
physical_interval	[0x0046B0EC,0x0046C73C)
physical_bytes	5712
physical_sha256	fa6d6bb48321fb41da57627c3f8fa0ec9c4215e21dfd8bea7421b84f7406e9c0
literal_pool_regions	19
literal_pool_bytes	566
literal_pool_concat_sha256	37645b571c04a9f68c2c671871f6efe4844aff8de6e87ff3053751c5ead71f7a
path_run_address	0x006E9EE0
path_pointer_cells	0x0046BB70,0x0046C660
direct_bl_entry_sites	117
external_direct_bl_entry_sites	94
direct_bl_entry_digest	74576174c5252aa92e68f03d360e854fe6009bf341777685cf1fc9daae942e51
direct_body_calls	340
internal_direct_body_calls	23
external_direct_body_calls	317
direct_body_call_digest	f0093f145e2e71d4ccd02475f13e946a32d0dbae252dd283e9cdd99e2d1214e0
out_of_image_raw_halfword_false_positive_decodes	2
stored_entry_pointers	1
stored_entry_pointer_digest	a498f894baaa919337de1fb35235c44bfb25757a872724c08600e6c74fbf91d3
strict_interior_bl_decodes	0
unrecovered_direct_object_targets	0
third_party_dependency	EasyLogger CMSIS-FreeRTOS and IAR DLIB are provider seams only; no upstream definition is embedded
historical_source_available	false
prior_g2_named_functions	21 naming/topology oracle only; current object independently authenticated
production_routed	false
