metric	value
retained_path	app\gui\conversate\conversate_tag_data.c
linked_functions	12
ghidra_discovered_functions	9
additional_recovered_functions	3
path_anchored_functions	9
body_bytes	2726
body_concat_sha256	a52f1f0d81b0bf3778a303f0afdc2e3ee52c3d225f8077990904658046d59dbc
physical_interval	[0x00595F4C,0x00596A88)
physical_bytes	2876
physical_sha256	8d9a54f28709b16724306650f3903e86bd170e2c046bfc1cac4fddca1412c3e7
noncode_bytes	150
noncode_concat_sha256	8e2dc645506c17c986c8de6a813b176585ebcdbacd62a4bed5e4e686fe95d4fc
reachable_instructions	1043
reachable_instruction_digest	18cda14cb816384d326c3234ee9fa8185ac4d2a499bf27d88abebf8b2b1b1df0
direct_bl_entry_sites	18
direct_bl_entry_digest	d287839bbb5ec9456a675f0bfd7b8dec9c012ab513d5b29b36b8c3d54c38dfd7
direct_body_calls	160
internal_direct_body_calls	5
external_direct_body_calls	155
direct_body_call_digest	70bb5764d52826fe61c7a51cce3d9f5da9194d4e48d67a3955a4356f3c5760fc
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	EasyLogger bounded IAR DLIB and production source-owned TLSF heap wrappers
private_producing_commit_observable	false
production_routed	false
