metric	value
linked_functions	1
body_bytes	584
body_sha256	129ff88839a933f90af5ae9f3417a3ff53f90314dde5b80a5446a7147e6c3869
code_interval	[0x0046C73C,0x0046C984)
owned_pool_interval	[0x0046CA74,0x0046CAB4)
owned_pool_bytes	64
owned_pool_sha256	9f5750f76e457c7d475b1403522a3a45ba0a020fedf1aa6e4d55a74de814afc0
code_plus_pool_bytes	648
code_plus_pool_sha256	29ec9f01a08de4de1205cb2b1e97aeeb0de99d0847452b3de9419e07c84d2aa3
direct_bl_entry_sites	1
direct_bl_entry_digest	00df4de9f1d7d3c0c1a53e60fc1c050e4af970111826bbdc2565fbc12b359331
stored_entry_pointers	0
direct_body_call_sites	23
direct_body_call_digest	a61d201f9347d71c44066cdf808e05da05ca24f2035db59b1999c5eb69c81bda
legitimate_direct_bl_strict_interior_targets	0
direct_b_w_entry_or_strict_interior_targets	0
raw_interior_byte_windows	2 odd-byte instruction overlaps / zero legitimate pointers
retained_path	D:\01_workspace\s200_ap510b_iar_git\driver\uled\display_preprocess.c
descriptor_template	0x0076ACE8 / 28 bytes / 19060000000000000000000000000000000000000000000000000000
