metric	value
retained_path	app\gui\onboarding\ui_onboarding_main_page.c
linked_functions	52
ghidra_discovered_functions	37
additional_recovered_functions	15
path_anchored_functions	7
body_bytes	9234
body_concat_sha256	177b95a515f8b9bfcce1bd536ab84c0255b284a1f040ce0c285eb6407ee7881a
physical_interval	[0x004A8560,0x004AAB90)
physical_bytes	9776
physical_sha256	1e56738ca6a3dec41cba99d0f72098f840d69ec44a8c2f8256cc5206720c767a
noncode_bytes	542
noncode_concat_sha256	e53d24e41e39cbe43b4b03d3c453faf244d8d3a1635f2aa6ffac071b870e38d7
inline_literal_interval	[0x004AA64C,0x004AA654)
inline_literal_bytes	8
inline_literal_sha256	8727ef71cf9dc5c155444de749b651c43a66eaefc8e375a1544e14f2910adaec
direct_bl_entry_sites	118
direct_bl_entry_digest	4e3bcb855ca31789eb7c28838f093d756117315139e5812943af3e4c990e8993
stored_entry_pointers	17
direct_body_calls	533
internal_direct_body_calls	80
external_direct_body_calls	453
direct_body_call_digest	d78e59c7e5388e942370fd00c113dcd39091e97c387209d775e0dcc597f33719
indirect_body_calls	0
strict_interior_ingress	0
third_party_dependency	LVGL EasyLogger exact CMSIS-FreeRTOS tick and mutex wrappers bounded IAR DLIB mpaland printf and nanopb behind a closed first-party onboarding service
private_producing_commit_observable	false
production_routed	false
