metric	value
retained_path	driver\pdm\drv_pdm_production.c
linked_functions	6
ghidra_discovered_functions	6
path_anchored_functions	0
raw_path_referencing_functions	2
body_bytes	610
body_concat_sha256	ec9551ebfd3a8cfae0bcb151a5bb1725962fc352e162680c7d76ab7e489b5862
physical_interval	[0x0057B444,0x0057B704)
physical_bytes	704
physical_sha256	c929ee1f49bcdb103b59810bc301080ea28d8b5e64578fe21f6274d7ca28f0dc
outer_pool_bytes	94
outer_pool_sha256	798575d54b193d2ba2b514c43e5d46fb2112c4164e932b6f851990c8039e7dc6
reachable_instructions	237
reachable_instruction_digest	e44ac0a1287a70c180e5caa596ed256dbda1cc0289259b464d548d970d7920a2
direct_bl_entry_sites	6
direct_bl_entry_digest	7e9d43d25bedbdbdf84d87d9c994a8ab34d234781a1204c599fb4f813de845a1
stored_function_entry_pointers	0
direct_body_calls	41
internal_direct_body_calls	3
external_direct_body_calls	38
direct_body_call_digest	331cace5c49615d30b83da0d6351942cb9a077fda01331c510c2d4ac086b9077
indirect_body_calls	0
strict_interior_ingress	0
path_literal_references	4
path_literal_reference_digest	e04b8c7051cac28161aa1608301cdea0815095cf5e4644d27850798ccc30f27e
embedded_third_party_definitions	3 CMSIS-Core NVIC helpers
third_party_dependency	CMSIS-Core and AmbiqSuite Apollo510 PDM HAL with EasyLogger and bounded IAR runtime
selected_ambiqsuite_commit	5efc0228528a8adce5eae0d226fac85d2551eb3b
private_producing_commit_observable	false
production_routed	false
