source_order	function	stock_status	stock_start	stock_end_exclusive	stock_bytes	stock_sha256	r20_lines	r20_body_sha256
1	l2cSlaveReqTimeout	linked	0x00536B40	0x00536C52	274	6a92ad3b7511c9cf56fde9b6c92642aa343da2f5a77dd3f66d49cca183aae63f	72-78	8a3b44658a77c13dd6dcaba1c6ddce6545148b315ed35b9a02062ba0e7ce3fef
2	l2cSlaveRxSignalingPkt	linked	0x00536C5C	0x00536E76	538	dae4e51ce13fe94e7fa40c5d37fee245625df51fb4cfe5d5ec9734b5530bb9f1	91-165	f85778f39e8fd113a4c69f9aac11905792b1458b1bbddd08037c3aa83fe0d986
3	L2cSlaveInit	linked	0x00536E78	0x00536E9A	34	dcad41f54cb73ecbe50266f95706a8da707309c9359979891d2953af3ce07e99	177-185	a77b8e831f1e7669c72f876afc92f0f3d91b367e245343650222e5f496b150e6
4	L2cDmSigReq	source_only			0		199-233	d131c7ff5322f11d5898e2296dcf3d9091e07abd18e9ed23c0a189d16ab21631
5	L2cDmConnUpdateReq	linked	0x00536EA4	0x00536F6A	198	c40c901ad0f7b6b7fcdaed74fcb7437de5ed6edcdbacb114992ec4188702a9e0	244-280	92a22a1d7aaee18af8c26f06e5974b85179815f5a4a07716dbd980098bd11719
6	L2cSlaveHandlerInit	linked	0x00536F6A	0x00536F76	12	5fd69d43ef6952c910459e6d8b84418e2a5aab6e8fa36cb35c3ba0cb174e045c	291-296	ef93d271440fffb4e48800dcf4b42baad5a646257b1a7fba85581ecb931a46c4
7	L2cSlaveHandler	linked	0x00536FA4	0x00536FBA	22	f3d6f5750e866aa1a660e6b8090e1b0677bb3bd73af001e028ad1a240594d7b6	308-326	989aabe33f83210f238b93dbdf8d371461cc73e5991675a346d5b68b54d14812
