metric	value
linked_functions	9
body_bytes	3024
body_concat_sha256	56f0c2d54aa65832669d28bcaa24d022886fd11224595881009f2feb0a0503a6
physical_interval	[0x004A78D0,0x004A8560)
physical_bytes	3216
physical_sha256	3c62388010aee013633ecdb222617b023ae9a831c82eb1c5860ac8856f6c9cb5
owned_gap_pool_bytes	192
owned_gap_pool_sha256	0c9793e2789ea9c94675bec3252590ce396ea6c1e0e544034112e119f4b5dbfa
assertion_records	8
assertion_records_sha256	25d9cccd0716cd3d8f5fb8d62191df1c229652e05397a9c756b97eeffaab231e
direct_bl_entry_sites	9
direct_bl_entry_digest	5f989981d79f422f097af3a628a631f3867fd202ab73f4a486fbae2a8c6f3c4b
direct_body_call_sites	181
direct_body_call_digest	bdbd0ae07013b6c1e35a6cae51637c87b561688d193384cc3fe84083f428b59c
direct_strict_interior_targets	0
direct_b_w_entry_or_interior_targets	0
stored_exact_entry_pointers	0
raw_entry_or_interior_byte_windows	3
raw_entry_or_interior_byte_window_digest	1f07e6317e1d6aa60f4d82f8887ef865603995295c1fff95ac446493551fe85a
retained_path	platform\protocols\pb_service_onboarding\pb_service_onboarding.c
source_inventory	available; 12 independently authored production source functions compile into 878 bytes plus 8 alignment bytes
production_routed	true
ownership_bytes	3024
