metric	value
retained_path	platform\input\service_gesture_processor.c
retained_product_path	D:\01_workspace\s200_ap510b_iar_git\platform\input\service_gesture_processor.c
disposition	linked-unanchored
recovery_method	corpus-gap Thumb block recovery; path literal-reference membership; whole-image ingress scans
linked_functions	5
ghidra_discovered_functions	0
path_anchored_functions	0
raw_path_referencing_functions	2
body_bytes	1236
body_concat_sha256	f186aaeacbf76358d14fffade60bd89d5d96ba461ab532fad46e42f7adad8e67
physical_interval	[0x00502D56,0x00503298)
physical_bytes	1346
physical_sha256	e6275f41dcacabc796afb33e5ba14d76129076334014119879f80344e32904cf
outer_pool_bytes	110
outer_pool_sha256	ce96250122876b614088497597f95efcf99727bbfc28a719668174540087c515
reachable_instructions	501
reachable_instruction_digest	67bf73953599ffd053c5576edd27780218b5945dedfac9b5968b6d53959bb7d9
direct_body_calls	68
direct_body_call_digest	e4ded3f6a231435d565dec70a0c0042b209c8088357e2badda8d9bef62f18bc4
internal_direct_body_calls	6
indirect_body_calls	0
indirect_body_call_digest	-
function_escapes	0
function_escape_digest	-
direct_bl_entry_sites	11
direct_bl_entry_digest	a624f0391af600b7fa8ef0dd36812a02ccf9bd0f72743ad432fe1bd2282df059
direct_bl_strict_interior_sites	1
direct_bl_strict_interior_digest	180d8514dbaecdc5b34ac04b7739702147e7d287bbf20284507d6c694689428c
direct_bw_entry_sites	0
direct_bw_entry_digest	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
direct_b16_entry_sites	0
direct_b16_entry_digest	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
stored_entry_pointer_words	0
stored_entry_pointer_digest	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
path_string_run_address	0x006EF958
retained_path_pointer_cells	0x00503238
path_literal_references	5
path_literal_reference_digest	ce461a6df4448c85ac89b4813171e01f1c830e1281d6dc850c6f1fbe58a23258
boundary_before_16_sha256	2bc01ec5e95e2923011a467ec0482e180f244638f4d97437441eaa09e8d4b6e5
boundary_after_16_sha256	e58e99b80491e982182e598ebccec8d3442b4d7f56fcdea42907fb20ff0f259c
tag_strings	5
tag_string_digest	635059afc85caa907115877c31c037124378ff6c34e3ebdb641b5f15967431d6
path_cell_outside_physical_interval	false
production_routed	true
source_inventory	components/apollo_main/core_overlay/service_gesture_processor.c
production_source_bytes	13061
production_source_sha256	c69b64097eef2fc592c4be97a1d7a9b0bad9a701544ecc18510ad7aab6c7db4c
production_source_functions	5
production_compiled_text_bytes	1608
production_alignment_bytes	6
production_stock_replaced_bytes	1346
production_strict_relocations	53
software_functional_gap	false
hardware_validation	deferred by project direction
hardware_evidence_required	authorized physical G2 touch/proximity hardware or captured gesture electrical/event/timing evidence
