stock_start	stock_end_exclusive	stock_sha256	source_path_anchor
0x005899A4	0x00589A4E	116bde487d46c99088a6f16a954980cbd2083b53a72d6df60ab60d7bc36bca76	yes
0x00589A4E	0x00589B08	021d7013289e3fdfa415bb01345e0c3c0827abe8de2215f9d85785890a3f89b7	yes
0x00589B08	0x00589B68	dddf7d9855d1cc97b27a66d0f0b8b60d372c12bbbcf32eca617ce7e9ae49d0cf	yes
0x00589B68	0x00589CB4	50b7d7c77de84f1c81c11a3991e9b23ea57d02418fd9f1f7999db8814c482147	yes
0x00589CB4	0x00589CCA	559b2d245a29ffcd861a9f2681c5a93b040036348901e614b9599bea563f42ac	no
0x00589CCA	0x00589D74	23c16872a3fca588408a68ea85e37e213d2e7952a13a42f36c3929fe4d3402a5	yes
0x00589D74	0x00589EB6	8c5007f582fa5f7240e81ab64d62bcfae6e516e26d100f83f04f8f422e24b4b7	yes
0x00589EB6	0x00589FE6	216d9a4f37363f13e782ccdeded570af30f57eb92867f42a7bb1f7f52e8066b6	no
0x00589FE6	0x0058A130	d83125e3073035d8261e3d20cfdba6dc83a56a247286187db282f938c96a49ac	no
0x0058A130	0x0058A30C	d61914ae32dc3295bd709f10881521ab41e8b9c2abbf63fe8dbfec828e359734	yes
