metric	value
retained_path_anchors	11
restored_non_anchor_functions	42
linked_functions	53
anchored_body_bytes	3762
restored_non_anchor_body_bytes	7912
body_bytes	11674
body_concat_sha256	9a2ab101ce16b0bbb2c08a8338249ca8eb97ecece2fb331fe0595a3cb628e21e
physical_interval	[0x004A35B0,0x004A6644)
physical_bytes	12436
physical_sha256	d4946b892b0fcb6e45a3cb2f4dadd452e737712815577d6780c26ff7e1185e22
owned_gap_pool_regions	21
owned_gap_pool_bytes	762
owned_gap_pool_sha256	f715282f60d047a6a9aa7942b9396eabe3ad99cebafbd7a705178ba10b0da912
retained_path_pointer_cells	4
exact_retained_symbols	15
stored_exact_entry_pointers	3
direct_bl_entry_sites	72
external_direct_bl_entry_sites	35
intra_object_direct_bl_entry_sites	37
direct_bl_entry_digest	6fc6c004909b2109de41e379b3f119f55075c78506a8943a0112505c34dfba4c
external_direct_bl_entry_digest	3f7058f2ad43c18f16b3e5fe63ddb88405808a5098b7ac31d6bd2e3042df8903
direct_body_call_sites	464
direct_body_call_digest	b0847bd244f673ce4cc130c18148b81d05f28da0f1eda494d917cc6f65531994
raw_direct_strict_interior_candidates	0
true_direct_strict_interior_targets	0
direct_b_w_entry_or_interior_targets	10
external_b_w_entry_or_interior_targets	0
raw_entry_or_interior_byte_windows	21
raw_entry_or_interior_byte_window_digest	00d68e6d145635c2a14f325a09a5724af2229964bca734c935871fbad544cef1
stored_exact_entry_pointer_digest	6b6d7bc15efec56ac7dd557bb6f2d5af022098b0f205ab2e35edac3146631a47
retained_path	driver\sensor\imu\imu_icm45608.c
