stock_start	stock_end_exclusive	stock_bytes	stock_sha256	path_reference_sites	reachable_instructions
0x5b7684	0x5b76a4	32	e298e73f77da749b171c32b16c7472f16bf0e549728041b08722a5646e0dcb52	0	14
0x5b76a4	0x5b76c4	32	549b1b52f4ff78fcb4f83232f4e043bda4b771a15e227425fb96307dda46587f	0	14
0x5b76c4	0x5b76e4	32	d0062163e4d03f275e76c9ebcfe94517ffc339ec51e904e804c2d3388f7d8d95	0	14
0x5b76e4	0x5b7704	32	68fc156d37e5b31272f35cc353d1cb3fcfd5c9415fc35626247e2bb0b0425c43	0	14
0x5b7704	0x5b7902	510	4d49ef5288214e1c15169bed2d1ad67392089efce67187217cb85db8a173047f	2	215
